Fundo,Notação,Documento,Abordagem,Local de produção,Data de produção,Técnica,Suporte,Formato,Cromia,Idioma,N. Itens,N. exemplares,Extensão,Responsável (1),Tipo de responsabilidade (1),Responsável (2),Tipo de responsabilidade (2),Responsáveis (3),Tipo de responsabilidade (3),Atividade/evento (1),Especificação (1),Local (1),Data ou período (1),Atividade/evento (2),Especificação (2),Local (2),Data  ou período (2),Descritores,Descritores,Descritores,Descritores,Referência,Observações
SBP,1.134.2,Entrevista,Unitária,Rio de Janeiro (RJ),9/2/1935,Impressão,Papel,Folha,,Português,1,1,1f,Samuel Barnsley Pessoa,Autor,,,,,Pesquisa,Campanha contra a malária,São Paulo (SP),1935,,,,,Diário da Noite,,,,,
SBP,1.134.3,Artigo,Unitária,s.l.,s.d.,Impressão,Papel,Folha,,Português,1,1,1f,Samuel Barnsley Pessoa,Autor,,,,,Reunião,Reunião do Conselho Nacional do Movimento Brasileiro de Partidários da Paz ,s.l.,s.d.,Participação em comissão,Comissão de personalidades científicas encarregada de examinar os fatos concernentes à guerra bacteriológica na Coreia e na China ,China e Coreia,1952,,,,,,
SBP,1.134.4,Notícia,Unitária,s.l.,7/10/1952,Impressão,Papel,Folha,,Português,1,1,1f,Samuel Barnsley Pessoa,Autor,,,,,Participação em comissão,Comissão de personalidades científicas encarregada de examinar os fatos concernentes à guerra bacteriológica na Coreia e na China ,China e Coreia,1952,Desembarque,"Retorno de Samuel Barnsley Pessoa e Jovina Álvares Pessoa ao Brasil, após viagem à Coreia e à China",Rio de Janeiro (RJ),6/10/1952,,,,,,
SBP,1.134.5,Entrevista,Unitária,s.l.,24/10/1952,"Impressão, Manuscritura",Papel,Folha,,Português,1,1,1f,,,,,,,Participação em comissão,Comissão de personalidades científicas encarregada de examinar os fatos concernentes à guerra bacteriológica na Coreia e na China ,China e Coreia,1952,,,,,,,,,,
SBP,1.134.6,Entrevista,Unitária,s.l.,s.d.,Impressão,Papel,Folha,,Português,1,1,1f,,,,,,,Militância,Adesão ao manifesto da Comissão Paulista de Defesa da Liberdade do senador Luiz Carlos Prestes,São Paulo (SP),s.d.,,,,,Notícias de Hoje,,,,,
SBP,1.134.7,Entrevista,Unitária,São Paulo (SP),16/7/1931,Impressão,Papel,Folha,,Português,1,1,1f,,,,,,,Docência,Faculdade de Medicina - USP,São Paulo (SP),1931 - ,,,,,,,,,,
SBP,1.135.1,Discurso,Unitária,São Paulo (SP),9/3/1944,"Datilografia, Manuscritura",Papel,Folha,,Português,1,1,1f,Osório César,Autor,,,,,Homenagem,Jantar oferecido pela Associação dos Profissionais de Imprensa de São Paulo a Samuel Barnsley Pessoa,São Paulo (SP),9/3/1944,Direção,Direção geral do Departamento de Saúde do Estado de São Paulo ,São Paulo (SP),1943 - 1946,,,,,,
SBP,1.135.2,Notícia,Unitária,São Paulo (SP),10/5/1944,Impressão,Papel,Folha,,Português,1,1,1f,,,,,,,Encerramento de atividades,Fechamento dos escritórios da Fundação Rockefeller no estado de São Paulo ,São Paulo (SP),1944,,,,,Diário de S. Paulo,,,,,
SBP,1.135.3,Artigo,Serial,São Paulo (SP),mai/28,Impressão,Papel,Folha,,Português,5,1,5f,Samuel Barnsley Pessoa,Autor,,,,,Viagem de estudos,"Viagem de estudos à Iugoslávia, a convite da Sociedade das Nações, para conhecer o sistema sanitário e ações de saúde pública ",Zagreb (Croácia),1928,Publicação,"""A Yugo Slavia""",São Paulo (SP),mai/28,Folha da Manhã,,,,"PESSOA, S.B. A Yugo Slávia. Folha da Manhã, São Paulo. Maio 1928. ",
SBP,1.135.4,Entrevista,Unitária,São Paulo (SP),27/5/1928,Impressão,Papel,Folha,,Português,1,1,1f,Samuel Barnsley Pessoa,Autor,,,,,Viagem de estudos,"Viagem de estudos à Iugoslávia, a convite da Sociedade das Nações, para conhecer o sistema sanitário e ações de saúde pública ",Zagreb (Croácia),1928,,,,,Diário Nacional,,,,,
SBP,1.135.5,Conferência,Unitária,s.l.,30/6/1958,Impressão,Papel,Folha,,Português,1,1,3f,Samuel Barnsley Pessoa,Autor,,,,,Palestra,"""Lucta anti-malarica na Yugo-Slavia"", proferida na Sociedade de Biologia e Higiene de São Paulo ",São Paulo (SP),8/5/1928,,,,,Jornal dos Clínicos,,,,"PESSOA, S.B. Lucta anti-malarica na Yugo-Slavia. Jornal dos Clínicos, São Paulo, ano IX, n.12, p. 204-208, jan. 1928. ",
SBP,1.135.6,Artigo,Unitária,s.l.,11/8/1928,Impressão,Papel,Folha,,Português,1,1,1f,Samuel Barnsley Pessoa,Autor,,,,,Publicação,"""Notas sobre vermífugos"" ",São Paulo (SP),ago/28,,,,,Brasil Médico,,,,"PESSOA, S.B. Notas sobre vermífugos. Brasil Médico, São Paulo, ano XLII, n. 38, p. 899-900, 11 ago. 1928. ",
SBP,1.135.7,Notícia,Unitária,s.l.,15/11/1941,Impressão,Papel,Folha,,Português,1,1,1f,,,,,,,Participação em comissão,Chefia da comissão de estudos e profilaxia da Leishmaniose do Departamento de Saúde de São Paulo ,São Paulo (SP),1939 - 1941 ,,,,,,,,,,
SBP,1.135.8,Discurso,Unitária,São Paulo (SP),6/6/1943,Impressão,Papel,Folha,,Português,1,1,1f,Samuel Barnsley Pessoa,Autor,,,,,Direção,Direção geral do Departamento de Saúde do Estado de São Paulo ,São Paulo (SP),03/12/1942 - 03/02/1944,Inauguração,Inauguração da sede do Serviço de Profilaxia da Malária do Departamento de Saúde do Estado de São Paulo,São Paulo (SP),jun/49,O Estado de São Paulo,,,,,
SBP,1.135.9,Notícia,Unitária,Rio de Janeiro (RJ),5/6/1943,Impressão,Papel,Folha,,Português,1,1,1f,,,,,,,Inauguração,Inauguração da sede do Serviço de Profilaxia da Malária do Departamento de Saúde do Estado de São Paulo,São Paulo (SP),jun/43,,,,,Diário da Noite,,,,,Documento incompleto
SBP,1.135.10,Discurso,Unitária,Ribeirão Preto (SP),14/6/1943,Impressão,Papel,Folha,,Português,1,1,1f,,,,,,,Inauguração,"Inauguração do Centro de Saúde ""Dr. Eduardo Lopes da Silva""",Ribeirão Preto (SP),12/6/1943,,,,,A Tarde,,,,,
SBP,1.135.11,Notícia,Unitária,São Paulo (SP),19/2/1943,Impressão,Papel,Folha,,Português,1,1,1f,,,,,,,Encerramento de atividades,Fechamento da estação experimental do Serviço de Profilaxia da Malária do Departamento de Sáude do Estado de São Paulo na Ilha de Santo Amaro,Guarujá (SP),fev/43,,,,,O Estado de São Paulo,,,,,
SBP,1.135.12,Notícia,Unitária,s.l.,s.d.,Impressão,Papel,Folha,,Português,1,1,1f,,,,,,,Encerramento de atividades,Fechamento da estação experimental do Serviço de Profilaxia da Malária do Departamento de Sáude do Estado de São Paulo na Ilha de Santo Amaro,Guarujá (SP),fev/43,,,,,,,,,,
SBP,1.135.13,Notícia,Unitária,s.l.,20/8/1943,Impressão,Papel,Folha,,Português,1,1,1f,,,,,,,Homenagem,Homenagem prestada pela Associação Médica do Instituto Penido Burnier a Samuel Barnsley Pessoa,Campinas (SP),19/8/1943,Palestra,"""Profilaxia do tracoma"", proferida no Instituto Penido Burnier",Campinas (SP),19/8/1943,,,,,,
SBP,1.135.14,Notícia,Unitária,Campinas (SP),20/8/1943,Impressão,Papel,Folha,,Português,1,1,1f,,,,,,,Homenagem,Homenagem prestada pela Associação Médica do Instituto Penido Burnier a Samuel Barnsley Pessoa,Campinas (SP),19/8/1943,Palestra,"""Profilaxia do tracoma"", proferida no Instituto Penido Burnier",Campinas (SP),19/8/1943,Diário do Povo,,,,,
SBP,1.135.15,Notícia,Unitária,Rio de Janeiro (RJ),24/11/1943,Impressão,Papel,Folha,,Português,1,1,1f,,,,,,,Demissão,Direção geral do Departamento de Saúde do Estado de São Paulo ,São Paulo (SP),nov/43,,,,,A Noite,,,,,
SBP,1.135.16,Notícia,Unitária,São Paulo (SP),25/11/1943,Impressão,Papel,Folha,,Português,1,1,1f,,,,,,,Demissão,Direção geral do Departamento de Saúde do Estado de São Paulo ,São Paulo (SP),nov/43,,,,,Folha da Manhã,,,,,
SBP,1.135.17,Notícia,Unitária,São Vicente (SP),19/1/1944,Impressão,Papel,Folha,,Português,1,1,1f,,,,,,,Direção,Direção geral do Departamento de Saúde do Estado de São Paulo ,São Paulo (SP),03/12/1942 - 03/02/1944,Inauguração,Inauguração de centro de saúde em São Vicente,São Vicente (SP),18/11/1944,A Tribuna,,,,,
SBP,1.136.1,Notícia,Unitária,s.l.,s.d.,Impressão,Papel,Folha,,Português,1,1,1f,,,,,,,Direção,Direção geral do Departamento de Saúde do Estado de São Paulo ,São Paulo (SP),03/12/1942 - 03/02/1944,,,,,A Tribuna,,,,,
SBP,1.136.2,Notícia,Unitária,São Paulo (SP),s.d.,Impressão,Papel,Folha,,Português,1,1,1f,,,,,,,Direção,Direção geral do Departamento de Saúde do Estado de São Paulo ,São Paulo (SP),03/12/1942 - 03/02/1944,Homenagem,Homenagem prestada pelo Instituto Adolfo Lutz a Fernando Costa (interventor federal no estado de São Paulo),São Paulo (SP),s.d.,,,,,,
SBP,1.136.3,Notícia,Unitária,São Paulo (SP),2/4/1943,Impressão,Papel,Folha,,Português,1,1,1f,,,,,,,Polêmica,"Criação de uma Escola de Higiene em São Paulo, destinada à formação de sanitaristas ",São Paulo (SP),1943,Direção,Direção geral do Departamento de Saúde do Estado de São Paulo ,São Paulo (SP),03/12/1942 - 03/02/1944,,,,,,
SBP,1.136.4,Entrevista,Unitária,São Paulo (SP),29/8/1945,Impressão,Papel,Folha,,Português,1,1,1f,Sylvio Arruda de Toledo,Autor,,,,,Direção,Direção geral do Departamento de Saúde do Estado de São Paulo ,São Paulo (SP),03/12/1942 - 03/02/1944,,,,,Folha da Manhã,,,,,"Conservação: rasgo, com prejuízo de leitura"
SBP,1.136.5,Notícia,Unitária,São Paulo (SP),1/4/1944,"Impressão, Manuscritura",Papel,Folha,,Português,1,1,1f,,,,,,,Direção,Fundação José Pinto Alves,São Paulo (SP),1944 - 1963,,,,,,,,,,
SBP,1.136.6,Notícia,Unitária,São Paulo (SP),s.d.,Impressão,Papel,Folha,,Português,1,1,1f,,,,,,,Demissão,Direção geral do Departamento de Saúde do Estado de São Paulo ,São Paulo (SP),3/2/1944,,,,,A Noite,,,,,
SBP,1.136.7,Notícia,Unitária,São Paulo (SP),19/7/1944,Impressão,Papel,Folha,,Português,1,1,1f,,,,,,,Direção,Fundação José Pinto Alves,São Paulo (SP),1944 - 1963,,,,,,,,,,
SBP,1.136.8,Notícia,Unitária,São Paulo (SP),4/2/1944,Impressão,Papel,Folha,,Português,1,1,1f,,,,,,,Demissão,Direção geral do Departamento de Saúde do Estado de São Paulo ,São Paulo (SP),3/2/1944,,,,,Diário da Noite,,,,,
SBP,1.136.9,Notícia,Unitária,São Paulo (SP),4/2/1944,Impressão,Papel,Folha,,Português,1,1,1f,,,,,,,Demissão,Direção geral do Departamento de Saúde do Estado de São Paulo ,São Paulo (SP),3/2/1944,,,,,A Noite,,,,,
SBP,1.136.10,Notícia,Unitária,São Paulo (SP),7/4/1944,Impressão,Papel,Folha,,Português,1,1,1f,,,,,,,Direção,Fundação José Pinto Alves,São Paulo (SP),1944 - 1963,,,,,Diário de S. Paulo,,,,,
SBP,1.136.11,Notícia,Unitária,São Paulo (SP),mar/44,Impressão,Papel,Folha,,Português,1,1,1f,,,,,,,Demissão,Direção geral do Departamento de Saúde do Estado de São Paulo ,São Paulo (SP),3/2/1944,Homenagem,"Jantar oferecido a Samuel Barnsley Pessoa, por ocasião de sua exoneração do cargo de diretor geral do Serviço de Saúde do Estado de São Paulo ",mar/44,,Diário da Noite,,,,,
SBP,1.136.12,Notícia,Unitária,São Paulo (SP),4/1/1944,Impressão,Papel,Folha,,Português,1,1,1f,,,,,,,Direção,Direção geral do Departamento de Saúde do Estado de São Paulo ,São Paulo (SP),03/12/1942 - 03/02/1944,,,,,Folha da Manhã,,,,,
SBP,1.136.13,Entrevista,Unitária,São Paulo (SP),5/1/1944,Impressão,Papel,Folha,,Português,1,1,1f,,,,,,,Direção,Direção geral do Departamento de Saúde do Estado de São Paulo ,São Paulo (SP),03/12/1942 - 03/02/1944,Epidemia,Surto de gripe no estado de São Paulo ,São Paulo (SP),1944,Diário de S. Paulo,,,,,
SBP,1.136.14,Notícia,Unitária,São Paulo (SP),14/6/1947,Impressão,Papel,Folha,,Português,1,1,1f,,,,,,,Inauguração,Departamento de Medicina Social do Centro Acadêmico Oswaldo Cruz,São Paulo (SP),13/6/1947,,,,,A Gazeta,,,,,
SBP,1.136.15,Discurso,Unitária,São Paulo (SP),s.d.,Impressão,Papel,Folha,,Português,1,1,1f,Samuel Barnsley Pessoa,Autor,,,,,Inauguração,Departamento de Medicina Social do Centro Acadêmico Oswaldo Cruz,São Paulo (SP),13/6/1947,,,,,O Bisturi,,,,,"Conservação: vinco, com prejuízo de leitura"
SBP,1.136.16,Discurso,Unitária,s.l.,s.d.,Impressão,Papel,Folha,,Português,1,1,1f,Samuel Barnsley Pessoa,Autor,,,,,Inauguração,"Descerramento do retrato de José Pinto Alves, na Faculdade de Medicina da Universidade de São Paulo ",São Paulo (SP),s.d.,,,,,,,,,,
SBP,1.136.17,Entrevista,Unitária,s.l.,12/10/1944,Impressão,Papel,Folha,,Português,1,1,2f,Samuel Barnsley Pessoa,Autor,,,,,Docência,Faculdade de Medicina - USP,São Paulo (SP),1931 - 1956,,,,,Diário da Noite,,,,"PESSOA, S.B. Atacada de amebíase cerca de 40% da população de São Paulo. Entrevista. Diário do Norte, 12/10/1944",
SBP,1.136.18,Artigo,Unitária,São Paulo (SP),2/8/1945,Impressão,Papel,Folha,,Português,1,1,1f,Samuel Barnsley Pessoa,Autor,,,,,Publicação,"""A amebíase: importante problema de medicina e de saúde pública""",São Paulo (SP),2/8/1945,,,,,Folha da Manhã,,,,"PESSOA, S.B. A amebíase: importante problema de medicina e de saúde pública. Folha da Manhã, São Paulo, 02 ago. 1945. ",
SBP,1.136.19,Artigo,Unitária,São Paulo (SP),9/8/1945,Impressão,Papel,Folha,,Português,1,1,1f,Samuel Barnsley Pessoa,Autor,,,,,Publicação,"""Falsas noções sobre a moléstia de Chagas"" ",São Paulo (SP),9/8/1945,,,,,Folha da Manhã,,,,"PESSOA, S.B. Falsas noções sobre a moléstia de Chagas. Folha da Manhã, São Paulo, 09 ago. 1945. ",
SBP,1.136.20,Artigo,Unitária,São Paulo (SP),16/8/1945,Impressão,Papel,Folha,,Português,1,1,1f,Samuel Barnsley Pessoa,Autor,,,,,Publicação,"""Coleções entomológicas a serviço da ciência médica""",São Paulo (SP),16/8/1945,,,,,Folha da Manhã,,,,"PESSOA, S.B. Coleções entomológicas a serviço da ciência médica. Folha da Manhã, São Paulo, 16 ago. 1945. ",
SBP,1.136.21,Artigo,Unitária,São Paulo (SP),23/8/1945,Impressão,Papel,Folha,,Português,1,1,1f,Samuel Barnsley Pessoa,Autor,,,,,Publicação,"""Obstáculos à organização dos serviços de saúde na zona rural""",São Paulo (SP),23/8/1945,,,,,Folha da Manhã,,,,"PESSOA, S.B. Obstáculos à organização dos serviços de saúde na zona rural. Folha da Manhã, São Paulo, 23 ago. 1945. ",
SBP,1.136.22,Artigo,Unitária,São Paulo (SP),2/9/1945,Impressão,Papel,Folha,,Português,1,1,1f,Samuel Barnsley Pessoa,Autor,,,,,Publicação,"""Alimentação e moléstias parasitárias""",São Paulo (SP),2/9/1945,,,,,Folha da Manhã,,,,"PESSOA, S.B. Alimentação e moléstias parasitárias. Folha da Manhã, São Paulo, 02 set. 1945. ",
SBP,1.136.23,Artigo,Unitária,São Paulo (SP),9/9/1945,Impressão,Papel,Folha,,Português,1,1,1f,Samuel Barnsley Pessoa,Autor,,,,,Publicação,"""Gaspar Vianna - benfeitor da humanidade""",São Paulo (SP),9/9/1945,,,,,Folha da Manhã,,,,"PESSOA, S.B. Gaspar Vianna - benfeitor da humanidade. Folha da Manhã, São Paulo, 09 set. 1945. ",
SBP,1.136.24,Artigo,Unitária,São Paulo (SP),21/9/1945,Impressão,Papel,Folha,,Português,1,1,1f,Samuel Barnsley Pessoa,Autor,,,,,Publicação,"""Malária crônica""",São Paulo (SP),21/9/1945,,,,,Folha da Manhã,,,,"PESSOA, S.B. Malária crônica. Folha da Manhã, São Paulo, 21 set. 1945. ",
SBP,1.137.1,Artigo,Unitária,São Paulo (SP),27/9/1945,Impressão,Papel,Folha,,Português,1,1,1f,Samuel Barnsley Pessoa,Autor,,,,,Publicação,"""A evolução dos esquistossomos""",São Paulo (SP),27/9/1945,,,,,Folha da Manhã,,,,"PESSOA, S.B. A evolução dos esquistossomos. Folha da Manhã, São Paulo, 27 set. 1945. ",
SBP,1.137.2,Artigo,Unitária,São Paulo (SP),4/10/1945,Impressão,Papel,Folha,,Português,1,1,1f,Samuel Barnsley Pessoa,Autor,,,,,Publicação,"""A evolução dos parasitas da malária""",São Paulo (SP),4/10/1945,,,,,Folha da Manhã,,,,"PESSOA, S.B. A evolução dos parasitas da malária. Folha da Manhã, São Paulo, 04 out. 1945. ",
SBP,1.137.3,Notícia,Unitária,Rio de Janeiro (RJ),s.d.,Impressão,Papel,Folha,,Português,1,1,1f,,,,,,,Censura,"Proibição da publicação do artigo ""Problemas de saúde"", de Samuel Barnsley Pessoa, na revista Ilustração",São Paulo (SP),s.d.,,,,,Diário da Noite,,,,,Documento incompleto
SBP,1.137.4,Notícia,Unitária,Rio de Janeiro (RJ),s.d.,Impressão,Papel,Folha,,Português,1,1,1f,,,,,,,Censura,"Proibição da publicação do artigo ""Problemas de saúde"", de Samuel Barnsley Pessoa, na revista Ilustração",São Paulo (SP),s.d.,,,,,Diário da Noite,,,,,
SBP,1.137.5,Artigo,Unitária,São Paulo (SP),25/10/1945,Impressão,Papel,Folha,,Português,1,1,1f,Samuel Barnsley Pessoa,Autor,,,,,Publicação,"""A campanha antitracomastosa no estado de São Paulo""",São Paulo (SP),28/10/1945,,,,,Folha da Manhã,,,,"PESSOA, S.B. A campanha antitracomastosa no estado de São Paulo. Folha da Manhã, São Paulo, 28 out. 1945. ",
SBP,1.137.6,Artigo,Unitária,São Paulo (SP),1/11/1945,Impressão,Papel,Folha,,Português,1,1,1f,Samuel Barnsley Pessoa,Autor,,,,,Publicação,"""A luta contra a mortalidade infantil""",São Paulo (SP),1/11/1945,,,,,Folha da Manhã,,,,"PESSOA, S.B. A luta contra a mortalidade infantil. Folha da Manhã, São Paulo, 01 nov. 1945. ",
SBP,1.137.7,Artigo,Unitária,São Paulo (SP),8/11/1945,Impressão,Papel,Folha,,Português,1,1,1f,Samuel Barnsley Pessoa,Autor,,,,,Publicação,"""E o 'anopheles gambiae' continua?""",São Paulo (SP),8/11/1945,,,,,Folha da Manhã,,,,"PESSOA, S.B. E o 'anopheles gambiae' continua? Folha da Manhã, São Paulo, 08 nov. 1945. ",
SBP,1.137.8,Artigo,Unitária,São Paulo (SP),15/11/1945,Impressão,Papel,Folha,,Português,1,1,1f,Samuel Barnsley Pessoa,Autor,,,,,Publicação,"""Patologia geográfica""",São Paulo (SP),15/11/1945,,,,,Folha da Manhã,,,,"PESSOA, S.B. Patologia geográfica. Folha da Manhã, São Paulo, 15 nov. 1945. ",
SBP,1.137.9,Artigo,Unitária,São Paulo (SP),22/11/1945,Impressão,Papel,Folha,,Português,1,1,1f,Samuel Barnsley Pessoa,Autor,,,,,Publicação,"""Higiene e civilização""",São Paulo (SP),22/11/1945,,,,,Folha da Manhã,,,,"PESSOA, S.B. Higiene e civilização. Folha da Manhã, São Paulo, 22 nov. 1945. ",
SBP,1.137.10,Artigo,Unitária,São Paulo (SP),jun/45,Impressão,Papel,Folha,,Português,1,1,1f,Rômulo Argentière,Autor,,,,,Pesquisa,Parasitologia,s.l.,s.d.,,,,,Brasil Pecuário,,,,,
SBP,1.137.11,Artigo,Unitária,São Paulo (SP),13/12/1945,Impressão,Papel,Folha,,Português,1,1,1f,Samuel Barnsley Pessoa,Autor,,,,,Publicação,"""Sanguíneos e anêmicos""",São Paulo (SP),13/12/1945,,,,,Folha da Manhã,,,,"PESSOA, S.B. Sanguíneos e anêmicos. Folha da Manhã, São Paulo, 12 dez. 1945. ",
SBP,1.137.12,Artigo,Unitária,São Paulo (SP),20/12/1945,Impressão,Papel,Folha,,Português,1,1,1f,Samuel Barnsley Pessoa,Autor,,,,,Publicação,"""Uma grande campanha sanitária""",São Paulo (SP),20/12/1945,,,,,Folha da Manhã,,,,"PESSOA, S.B. Uma grande campanha sanitária. Folha da Manhã, São Paulo, 20 dez. 1945. ",
SBP,1.137.13,Artigo,Unitária,São Paulo (SP),10/1/1946,Impressão,Papel,Folha,,Português,1,1,1f,Samuel Barnsley Pessoa,Autor,,,,,Publicação,"""Noções populares de verminoses""",São Paulo (SP),10/1/1946,,,,,Folha da Manhã,,,,"PESSOA, S.B. Noções populares de verminoses. Folha da Manhã, São Paulo, 10 jan. 1946. ",
SBP,1.137.14,Artigo,Unitária,São Paulo (SP),20/10/1945,Impressão,Papel,Folha,,Português,1,1,1f,Samuel Barnsley Pessoa,Autor,,,,,Publicação,"""As linhas paralelas da organização política e sanitária""",São Paulo (SP),20/10/1945,,,,,Hoje ,,,,"PESSOA, S.B. As linhas paralelas da organização política e sanitária. Hoje, São Paulo, 20 out. 1945. ",
SBP,1.137.15,Artigo,Unitária,São Paulo (SP),2/2/1946,Impressão,Papel,Folha,,Português,1,1,1f,Samuel Barnsley Pessoa,Autor,,,,,Publicação,"""Animais inferiores e verminoses humanas""",São Paulo (SP),2/2/1946,,,,,Folha da Manhã,,,,"PESSOA, S.B. Animais inferiores e verminoses humanas. Folha da Manhã, São Paulo, 02 fev. 1946. ",
SBP,1.137.16,Artigo,Unitária,São Paulo (SP),23/2/1946,Impressão,Papel,Folha,,Português,1,1,1f,Samuel Barnsley Pessoa,Autor,,,,,Publicação,"""O maravilhoso inseticida D.D.T.""",São Paulo (SP),23/2/1946,,,,,Hoje ,,,,"PESSOA, S.B. O maravilhoso inseticida D.D.T. Hoje, São Paulo, 23 fev. 1946. ",
SBP,1.138.1,Artigo,Unitária,s.l.,s.d.,Impressão,Papel,Folha,,Português,1,1,1f,Horácio Brandão,Autor,,,,,Direção,Direção geral do Departamento de Saúde do Estado de São Paulo ,São Paulo (SP),03/12/1942 - 03/02/1944,,,,,,,,,,
SBP,1.138.2,Notícia,Unitária,São Paulo (SP),14/10/1943,Impressão,Papel,Folha,,Português,1,1,1f,,,,,,,Direção,Direção geral do Departamento de Saúde do Estado de São Paulo ,São Paulo (SP),03/12/1942 - 03/02/1944,,,,,A Gazeta,,,,,Documento incompleto
SBP,1.138.3,Artigo,Unitária,São Paulo (SP),24/12/1943,Impressão,Papel,Folha,,Português,1,1,2f,Samuel Barnsley Pessoa,Autor,,,,,Publicação,"""Da necessidade de se organizarem hospitais regionais no estado de São Paulo"" ",São Paulo (SP),24/12/1943,,,,,Diário de S. Paulo,,,,"PESSOA, S.B. Da necessidade de se organizarem hospitais regionais no estado de São Paulo. Diário de S. Paulo, São Paulo, 24 dez. 1943.  ",
SBP,1.138.4,Notícia,Unitária,s.l.,s.d.,Impressão,Papel,Folha,,Português,1,1,1f,,,,,,,Direção,Fundação José Pinto Alves,São Paulo (SP),1944 - 1963 ,,,,,,,,,,
SBP,1.139.1,Notícia,Unitária,São Paulo (SP),s.d.,Impressão,Papel,Folha,,Português,1,1,1f,,,,,,,Congresso,Semana de Saneamento Rural ,São Paulo (SP),s.d.,,,,,,,,,,
SBP,1.139.2,Entrevista,Unitária,Recife (PE),1/9/1936,Impressão,Papel,Folha,,Português,1,1,1f,,,,,,,Docência,Curso de extensão universitária na Faculdade de Medicina de Recife,Recife (PE),set/63,Missão,Estudo sobre esquistossomose mansônica em Recife ,Recife (PE),set/36,Jornal do Commercio,,,,,
SBP,1.139.3,Notícia,Unitária,Recife (PE),22/9/1934,Impressão,Papel,Folha,,Português,1,1,1f,,,,,,,Docência,Curso de extensão universitária na Faculdade de Medicina de Recife,Recife (PE),set/63,Palestra,"""Observações sobre alguns casos de parasitismo humano por helminthos parasitas de animais""",Recife (PE),23/9/1963,Diário da Manhã,,,,,
SBP,1.139.4,Artigo,Unitária,Recife (PE),29/9/1936,Impressão,Papel,Folha,,Português,1,1,1f,Leudar de Assis Rocha,Autor,,,,,Docência,Curso de extensão universitária na Faculdade de Medicina de Recife,Recife (PE),set/63,,,,,,,,,,
SBP,1.139.5,Entrevista,Unitária,Recife (PE),24/9/1963,Impressão,Papel,Folha,,Português,1,1,1f,Samuel Barnsley Pessoa,Autor,,,,,Docência,Curso de extensão universitária na Faculdade de Medicina de Recife,Recife (PE),set/63,,,,,Diário de Pernambuco,,,,,
SBP,1.139.6,Notícia,Unitária,São Paulo (SP),6/10/1936,Impressão,Papel,Folha,,Português,1,1,1f,,,,,,,Docência,"Curso de aperfeiçoamento em Parasitologia, ministrado na Faculdade de Medicina de Recife",Recife (PE),set/36,Missão,Estudo sobre esquistossomose mansônica em Recife ,Recife (PE),set/36,A Gazeta,,,,,
SBP,1.139.7,Notícia,Unitária,São Paulo (SP),24/2/1937,Impressão,Papel,Folha,,Português,1,1,1f,,,,,,,Titulação honoris causa,"Título de professor honoris causa, outorgado pela Faculdade de Medicina de Recife",Recife (PE),1937,,,,,A Gazeta,,,,,
SBP,1.139.8,Notícia,Unitária,São Paulo (SP),fev/37,Impressão,Papel,Folha,,Português,1,1,1f,,,,,,,Titulação honoris causa,"Título de professor honoris causa, outorgado pela Faculdade de Medicina de Recife",Recife (PE),1937,,,,,A Gazeta,,,,,
SBP,1.139.9,Carta aberta,Unitária,São Paulo (SP),15/7/1937,Impressão,Papel,Folha,,Português,1,1,1f,Samuel Barnsley Pessoa,Signatário,,,,,Campanha,"Campanha Pró-construção do Hospital das Clínicas, promovida pelo Centro Acadêmico Owaldo Cruz da Faculdade de Medicina da Universidade de São Paulo ",São Paulo (SP),1937,,,,,Folha da Manhã,,,,,
SBP,1.139.10,Notícia,Unitária,São Paulo (SP),19/5/1937,Impressão,Papel,Folha,,Português,1,1,1f,,,,,,,Participação em comissão,Membro da comissão de honra da Bandeira Anhanguera,São Paulo (SP),1937,,,,,O Estado de São Paulo,,,,,
SBP,1.139.11,Notícia,Unitária,Ribeirão Preto (SP),8/4/1938,Impressão,Papel,Folha,,Português,1,1,1f,,,,,,,Palestra,"""Observações epidemiológicas sobre as helmintoses em relação á hygiene rural"", proferida no Centro Médico de Ribeirão Preto",Ribeirão Preto (SP),8/4/1938,,,,,Diário da Manhã,,,,,
SBP,1.139.12,Artigo,Unitária,São Paulo (SP),14/1/1940,"Impressão, Manuscritura",Papel,Folha,,Português,1,1,1f,Assis Chateaubriand ,Autor,,,,,Formatura,"Formatura da primeira turma de alunos do Instituto Oswaldo Cruz e da Faculdade de Medicina da Universidade de São Paulo, contemplados com bolsa de estudos patrocinada pelos Diários Associados",São Paulo (SP),jan/40,,,,,Diário de S. Paulo,,,,,
SBP,1.139.13,Notícia,Unitária,São Paulo (SP),s.d.,Impressão,Papel,Folha,,Português,1,1,1f,,,,,,,Visita ,"Visita de Humberto Pascale, diretor do Departamento de Saúde, às obras da Represa do Rio Grande ",São Paulo (SP),29/5/1940,,,,,A Gazeta,,,,,
SBP,1.139.14,Notícia,Unitária,São Paulo (SP),30/5/1940,Impressão,Papel,Folha,,Português,1,1,1f,,,,,,,Visita ,"Visita de Humberto Pascale, diretor do Departamento de Saúde, às obras da Represa do Rio Grande ",São Paulo (SP),29/5/1940,,,,,O Estado de São Paulo,,,,,
