"nid","title","field_tipo","field_p_gina_inicial","field_dg","field_disciplina_de_p_s_gradua_o","field_professor_a_texto","field_data_expira_home","field_corpo|value","field_corpo|format"
"1989","Resultado da seleção para Aluno Especial 2/2019","posgraduacao/quadro",NA,"","","","2019-08-01","<p><strong>Pós-Graduação – 2º Semestre de 2019</strong></p>

<p><strong>Aluno Especial</strong></p>

<p><strong>Observação:</strong></p>

<p>- Todas as inscrições deferidas já estão matriculadas bastando comparecer no dia da aula e verificar se seu nome se encontra na lista de presença.</p>

<p> </p>

<p><strong>- </strong><a href=""http://filosofia.fflch.usp.br/sites/filosofia.fflch.usp.br/files/posgraduacao/ementas/2019-2/PG_FLF5258_2_2019.pdf""><strong>FLF5258 História da Filosofia Contemporânea (A Estrutura em Merleau-Ponty)</strong></a></p>

<p><strong>Prof. Alex de Campos Moura</strong></p>

<p>Ana Luiza Cezere Vidal (Deferido)<br />
Cleiton Nery de Santana (Deferido)<br />
Daniel Peres Santos (Deferido)<br />
Duanne de Oliveira Ribeiro (Deferido)<br />
Fernando Silva Martins (Deferido)<br />
Lucas Pereira Leão (Deferido)<br />
Ndeilengar Jean Tog Hadoumdji (Deferido)<br />
Paulo Jorge Barreira Leandro (Deferido)<br />
Paulo Marcondes Torres Filho (Deferido)<br />
Tiago Marques de Oliveira (Deferido)</p>

<p><strong>- </strong><a href=""http://filosofia.fflch.usp.br/sites/filosofia.fflch.usp.br/files/posgraduacao/ementas/2019-2/PG_FLF5253_2_2019.pdf""><strong>FLF5253 História da Filosofia Antiga (Metafísica Aristotélica: a Doutrina das Categorias)</strong></a></p>

<p><strong>Profs. Marco Antonio Zingano e Evan Keeling</strong></p>

<p>Daniel Peres Santos (Deferido)</p>

<p> </p>

<p><strong>- </strong><a href=""http://filosofia.fflch.usp.br/sites/filosofia.fflch.usp.br/files/posgraduacao/ementas/2019-2/PG_FLF5251_2_2019.pdf""><strong>FLF5251 Estética (Uma Leitura dos Cursos de Estética de Hegel)</strong></a></p>

<p><strong>Prof. Victor Knoll</strong></p>

<p>Alexandre Gnipper Trevisan (Deferido)<br />
Ana Luiza Cezere Vidal (Deferido)<br />
Fabiana Hayashi Bomfim Neto (Deferido)<br />
Juan Alberto Correa Silva (Deferido)<br />
Juan Diego Pulido Gómez (Deferido)<br />
Nathalia Alves Cordeiro Barbosa (Deferido)<br />
Rodrigo Galente (Deferido)<br />
Vivian de Godoy Veloso (Deferido)</p>

<p> </p>

<p><strong>- </strong><a href=""http://filosofia.fflch.usp.br/sites/filosofia.fflch.usp.br/files/posgraduacao/ementas/2019-2/PG_FLF5252_2_2019.pdf""><strong>FLF5252 História da Filosofia Moderna (A Economia Política Clássica e seus Modelos Fisiológicos no Século XVIII)</strong></a></p>

<p><strong>Prof. Pedro Paulo Pimenta e Profa. Isabel Fragelli</strong></p>

<p>Adriana Chimenez Aviles de Lima (Deferido)<br />
Luiz Otávio Gonçalves Paixão (Deferido)<br />
Vinícius José Fecchio Gueraldo (Deferido)</p>

<p> </p>

<p><strong>- </strong><a href=""http://filosofia.fflch.usp.br/sites/filosofia.fflch.usp.br/files/posgraduacao/ementas/2019-2/PG_FLF5257_2_2019.pdf""><strong>FLF5257 História da Filosofia Medieval (Da Teoria das Paixões à Metafísica do Amor em Agostinho de Hipona: do De Libero Arbitrio ao De Trinitate)</strong></a></p>

<p><strong>Prof. Lorenzo Mammi</strong></p>

<p>Paulo Jorge Barreira Leandro (Deferido)<br />
Samuel Santos da Silva (Deferido)<br />
Vaney de Moura Silva (Deferido)</p>

<p> </p>

<p><strong>- </strong><a href=""http://filosofia.fflch.usp.br/sites/filosofia.fflch.usp.br/files/posgraduacao/ementas/2019-2/PG_FLF5255_2_2019.pdf""><strong>FLF5255 Estética (Herder e o debate em torno da fundamentação da estética)</strong></a></p>

<p><strong>Prof. Marco Aurelio Werle</strong></p>

<p>Yuri Demartini Bernardo (Deferido)</p>

<p> </p>

<p><strong>- </strong><a href=""http://filosofia.fflch.usp.br/sites/filosofia.fflch.usp.br/files/posgraduacao/ementas/2019-2/PG_FLF5256_2_2019.pdf""><strong>FLF5256 Philosophy of Science (Philosophy and History of MindBrain Science)</strong></a></p>

<p><strong>Prof. Osvaldo Frota Pessoa Jr.</strong></p>

<p>Nelson José de Camargo (Deferido)<br />
Vladimir Tavares (Deferido)</p>

<p> </p>

<p><strong>- </strong><a href=""http://filosofia.fflch.usp.br/sites/filosofia.fflch.usp.br/files/posgraduacao/ementas/2019-2/PG_FLF5260_2_2019.pdf""><strong>FLF5260 Lógica (Os Pressupostos da Lógica Clássica e os aportes de algumas Lógicas não Clássicas)</strong></a></p>

<p><strong>Profa. Andrea Loparic</strong></p>

<p>Anna Gabriela Geretto Volpe (Deferido)<br />
Gustavo Penha Lemes da Silva (Deferido)<br />
Ricardo Czepurnyj Ferrara (Deferido)</p>

<p> </p>

<p><strong>- </strong><a href=""http://filosofia.fflch.usp.br/sites/filosofia.fflch.usp.br/files/posgraduacao/ementas/2019-2/PG_FLF5254_2_2019.pdf""><strong>FLF5254 Filosofia Geral (A Ideia de História)</strong></a></p>

<p><strong>Profa. Maria das Graças de Souza, Profa. Olgaria Feres Matos e Profa. Patricia Fontoura Aranovich</strong></p>

<p>Adriana Salerno Cruz (Deferido)<br />
Alexandre Gnipper Trevisan (Deferido)<br />
Lucas Pereira Leão (Deferido)<br />
Luciana Soldi (Deferido)<br />
Luiz Otávio Gonçalves Paixão (Deferido)<br />
Nelson José de Camargo (Deferido)<br />
Newton de Andrade Branda Junior (Deferido)</p>","full_html"
"1988","Inclusão de disciplina na grade horária","posgraduacao/quadro",NA,"","","","2019-07-05","<p>FLF5197 Filosofia da Linguagem (Verificacionismo e Fenomenologia na Filosofia de Wittgenstein)<br />
Prof. João Vergílio Gallerani Cuter<br />
Nº de Créditos: 08<br />
Início do Curso: Dia 06/08/2019 - terça-feiras das 09h às 13h<br />
Vaga para alunos ESPECAIS: 0<br />
Vagas para alunos UNESP e UNICAMP: 5<br />
Vagas para Alunos REGULARES: 40</p>","full_html"
"1987","1º Seminário do Programa de Doutorado Interinstitucional","posgraduacao/quadro",NA,"","","","2019-06-26","<p><a href=""http://filosofia.fflch.usp.br/sites/filosofia.fflch.usp.br/files/posgraduacao/publicacoes/1º Seminário do Programa de Doutorado Interinstitucional.pdf""><img alt="""" src=""http://filosofia.fflch.usp.br/sites/filosofia.fflch.usp.br/files/posgraduacao/publicacoes/1%C2%BA%20Semin%C3%A1rio%20do%20Programa%20de%20Doutorado%20Interinstitucional.jpg"" style=""width:70%"" /></a></p>","full_html"
"1981","Relação de bolsistas e voluntários do PAE","posgraduacao/quadro",NA,"","","","2019-06-25","<p>- Anderson Alves da Silva<br />
- Antonio Lessa Kerstenetzky<br />
- Beatriz Laporta<br />
- Bruno Ferreira da Rosa<br />
- Júlia Rodrigues Molinari<br />
- Renan Ferreira da Silva</p>","full_html"
"1969","EDITAL PRPG 12/2019 - Programa de Cooperação de Formação Didático-Pedagógico USP/UNIVESP","posgraduacao/quadro",NA,"","","","2019-06-21","<p>A pedido do Prof. Carlos G. Carlotti Jr., Pró-Reitor de Pós-Graduação da USP, informamos que estão prorrogadas as inscrições para o EDITAL PRPG 12/2019 - Programa de Cooperação de Formação Didático-Pedagógico USP/UNIVESP para Alunos de Pós-Graduação <strong>até 21/06/2019.</strong></p>

<p><br />
O edital encontra-se disponível em:  <a href=""http://www.prpg.usp.br/attachments/article/31/Edital122019USPUNIVESP.pdf"">http://www.prpg.usp.br/attachments/article/31/Edital122019USPUNIVESP.pdf</a></p>","full_html"
"1918","Aviso sobre aula","posgraduacao/quadro",NA,"","FLF5243-1 - Estética (Estética e Arte Contemporânea)","Prof. Dr. Ricardo Nascimento Fabbrini ","2019-06-02","<ul>
	<li style=""color: rgb(34, 34, 34); font-family: Arial, Helvetica, sans-serif; font-size: small;"">Não haverá aula no dia 02 de junho.  </li>
	<li style=""color: rgb(34, 34, 34); font-family: Arial, Helvetica, sans-serif; font-size: small;"">Haverá aula nos dias 09 e 16 de junho.</li>
</ul>","full_html"
"1911","Cronograma e instruções sobre as entrevistas","posdoc/quadro",NA,"","","","2019-05-31","<div style=""color: rgb(34, 34, 34); font-family: Arial, Helvetica, sans-serif; font-size: small;"">
<div class=""adM"" style=""color: rgb(34, 34, 34); font-family: Arial, Helvetica, sans-serif; font-size: small;""><span style=""color:rgb(34, 34, 34); font-family:arial,helvetica,sans-serif; font-size:15.6px"">ENTREVISTA PRESENCIAL</span></div>

<div class=""gmail_quote"" style=""color: rgb(34, 34, 34); font-family: Arial, Helvetica, sans-serif; font-size: small;"">
<div dir=""ltr"">
<div> </div>

<div>
<div>As entrevistas ocorrerão PRESENCIALMENTE, conforme ordem de chegada, <strong>sexta-feira, dia 31/05 das 14h00 às 20h30</strong> (horário de Brasília), com possibilidade de prolongamento do período.</div>

<div> </div>

<div><strong>Instruções:</strong></div>

<div>1- Assinar lista de presença no balcão da secretaria.</div>

<div>2- Aguardar ser chamado.</div>

<div> </div>

<div>Endereço: Av. Prof. Luciano Gualberto, 315 - Cidade Universitária, São Paulo-SP. Sala 1007 - Secretaria do Departamento de Filosofia</div>
</div>
</div>
</div>
</div>

<div style=""color: rgb(34, 34, 34); font-family: Arial, Helvetica, sans-serif; font-size: small;"">
<p><strong>Candidatos:</strong></p>

<p>Adriana Carvalho Novaes<br />
Adriana Toledo Piza<br />
Anderson Aparecido Lima da Silva<br />
Diogo Henrique Bispo Dias<br />
Joaquim Elói Cirne de Toledo Júnior<br />
Lucas Alessandro Duarte Amaral<br />
Mauro Dela Bandera Arco Júnior<br />
Nicola Stefano Galgano<br />
Paulo Roberto Pinheiro da Silva<br />
Raquel de Azevedo<br />
Virginia Helena Ferreira da Costa</p>

<hr />
<p><big>ENTREVISTA VIA SKYPE</big></p>

<p>As entrevistas ocorrerão <strong>quarta-feira, dia 29/05, a partir das 14h00</strong> (horário oficial de Brasília) via Skype. </p>
</div>

<div style=""color: rgb(34, 34, 34); font-family: Arial, Helvetica, sans-serif; font-size: small;""> </div>

<div style=""color: rgb(34, 34, 34); font-family: Arial, Helvetica, sans-serif; font-size: small;""><strong>Instruções:</strong></div>

<div style=""color: rgb(34, 34, 34); font-family: Arial, Helvetica, sans-serif; font-size: small;"">1- enviar para este e-mail (<a href=""mailto:posdoc.df@usp.br"" style=""color: rgb(17, 85, 204);"" target=""_blank"">posdoc.df@usp.br</a>) o nome e endereço de contato Skype.</div>

<div style=""color: rgb(34, 34, 34); font-family: Arial, Helvetica, sans-serif; font-size: small;"">2- No dia da entrevista, o candidato deverá estar disponível on-line (não deverá nos chamar) das 14h00 às 20h30 (horário oficial de Brasília), com possibilidade de prolongamento do período.</div>

<div style=""color: rgb(34, 34, 34); font-family: Arial, Helvetica, sans-serif; font-size: small;"">3- Aguardar ser chamado.</div>

<p><strong>Candidatos:</strong></p>

<p>Alyne de Castro Costa<br />
Antonio Lombardi<br />
Bruno Ramos Mendonça<br />
Celso de Oliveira Vieira<br />
Diego dos Santos Reis<br />
Hélder Gonçalo Cunha Telo<br />
Lucas Leitão Silveira<br />
Nuno Miguel Pereira Castanheira<br />
Rafael Ribeiro Silva<br />
Rizzia Soares Rocha<br />
Sérgio Farias de Souza Filho<span style=""color:rgb(34, 34, 34); font-family:arial,helvetica,sans-serif; font-size:small"">  </span></p>

<div style=""color: rgb(34, 34, 34); font-family: Arial, Helvetica, sans-serif; font-size: small;"">
<div>Obs.: qualquer dificuldade técnica, contactar Lucas pelo e-mail <a href=""mailto:posdoc.df@usp.br"" style=""color: rgb(17, 85, 204);"" target=""_blank"">posdoc.df@usp.br</a> ou pelo número 55 11 3091-3761</div>
</div>","full_html"
"1908","Reposição de aula","graduacao/quadro",NA,"FLF0239 História da Filosofia Moderna II","","Prof. Dr. Luís César Guimarães Oliva","2019-06-05","<p><span style=""color:rgb(34, 34, 34); font-family:arial,helvetica,sans-serif; font-size:small"">Prezados (as) alunos(as),</span></p>

<div style=""color: rgb(34, 34, 34); font-family: Arial, Helvetica, sans-serif; font-size: small;"">Haverá reposição da disciplina de pós-graduação FLF5245 Filosofia Moderna II, ministrada pelo prof. Luiz César Oliva no próximo dia 05 de junho de 2019 (quarta-feira)  às 19h30 na <strong>sala 115.</strong></div>","full_html"
"1906","Classificação final PIC/PET 2019/2020 - DEPARTAMENTO DE FILOSOFIA","ic/quadro",NA,"","","","2019-05-27","<p><strong>PET</strong></p>

<p>1.Elivelton Leonel da Silva<br />
2. Gustavo Gomes Barbosa<br />
3. Agatha Victoria Cavallari Souza<br />
4. Patrick da Silva<br />
5. Luiza Garcia Lúcio<br />
6. Lucas André Marques Pereira<br />
7. Flávio Renan Tróia<br />
8. Renato de Castilho Freixeda</p>

<p><strong>PIC</strong></p>

<p>Candidatos à Bolsa*:</p>

<ol>
	<li>Bruna Abad Santos – Maria Lúcia Mello e Oliveira Cacciola</li>
	<li>Giovanni Sarto – Pedro Paulo Garrido Pimenta</li>
	<li>Israel Rossi Milhomem – Marcus Sacrini Ayres Ferraz</li>
	<li>Lucas Oliveira Ruiz de Carvalho – Maurício Cardoso Keinert</li>
	<li>Rafaela Rodrigues Ribeiro - Silvana de Souza Ramos</li>
	<li>Isabel de Almeida Brand – Alberto Ribeiro Gonçalves de Barros</li>
	<li>Julia Bunemer Nojiri – Alex de Campos Moura</li>
	<li>Luiz Henrique Couto Martins – Oliver Tolle</li>
	<li>Nicolas Matias de Andrade Roberto – Maurício Cardoso Keinert</li>
	<li>Vicente Alves Pinto Tassara – Vladimir Pinheiro Safatle</li>
	<li>Diogo Francisco de Oliveira - Silvana de Souza Ramos</li>
	<li>Ian Alakunle do Prado Purves – Pedro Paulo Garrido Pimenta</li>
	<li>Kelly Cristina de Souza Prete – Ricardo Ribeiro Terra</li>
	<li>Maitê Maldonado de Albuquerque – Maurício Cardoso Keinert</li>
	<li>Matheus Melo dos Santos – Pablo Rubén Mariconda</li>
	<li>Willi Roger Sousa da Silva - Pablo Rubén Mariconda</li>
	<li>Arthur Biu Soares de Meira Valente - Vladimir Pinheiro Safatle</li>
	<li>Cleiton Lopes Rodrigues – Roberto Bolzani Filho</li>
	<li>Luiz Eduardo Torres Sato – Evan Robert Keeling</li>
	<li>Rodrigo Mortara Almeida – Ricardo Nascimento Fabrini</li>
	<li>Vitor Urbano Rosasco – Alex de Campos Moura</li>
	<li>Daniel Rua Lamarca – Marco Antonio de Avila Zingano</li>
	<li>Frederico Almeida de B. B. Ramalho – Ricardo Ribeiro Terra</li>
	<li>Matheus Queres Batista – Alex de Campos Moura</li>
	<li>Gabriel de Queiroz Ramires – Eduardo Brandão.</li>
	<li>Igor Kaizo Tatsuno – Pedro Paulo Garrido Pimenta</li>
	<li>Levi Melo de Souza M. de Oliveira – Edélcio Gonçalves de Souza</li>
	<li>Lucas Rodrigues Dallapicola – Osvaldo Frota Pessoa Junior</li>
	<li>Ricardo de Mello Ramos – Vladimir Pinheiro Safatle</li>
</ol>

<p>* Recomendamos que os Candidatos que pleiteiam uma bolsa para a Iniciação se inscrevam no PUB.</p>

<p><strong>Não Candidatos à Bolsa:</strong></p>

<p>Elisa de Oliveira Silva – Homero Silveira Santiago<br />
Felipe Faria Camargo – Silvana de Souza Ramos<br />
Fernanda Silva Bittencourt – Ricardo Nascimento Fabrini<br />
Luis Paulo Ferreira Paiva – Marcus Sacrini Ayres Ferraz<br />
Matheus Campanello da Silva – Silvana de Souza Ramos<br />
Paulo Germano M. Rodrigues – Evan Robert Keeling<br />
Samuel Herrera Bordalo – Alex de Campos Moura<br />
Tales Rodrigues Noronha Silva – João Vergílio Gallerani Cuter</p>","full_html"
"1905","Aviso sobre aula","graduacao/quadro",NA,"FLF0443 História da Filosofia Contemporânea III","","Prof. Dr. Pedro Paulo Garrido Pimenta","2019-05-28","<p>Por motivo de saúde o Prof. Pedro Paulo Pimenta não ministrará a disciplina FLF0443 História da Filosofia Contemporânea III, nesta terça, dia 28/05/2019. A reposição será combinada na próxima aula.</p>","full_html"
"1903","Deferimento das inscrições da Seleção para Estágio de Pós-doutorado  Edital N°01/2019 PNPD/CAPES","posdoc/quadro",NA,"","","","2019-05-31","<p>Inscritos</p>
<p>Observações:<br />
1. Os candidatos de fora de São Paulo serão contactados, por email, entre os dias 27-28/05, para o agendamento do horário das entrevistas por Skype.<br />
2. Os candidatos de São Paulo farão entrevista presencial. Os horários serão comunicados, por email e no site, entre os dias 27-28/05.</p>
<p>1.	Adriana Carvalho Novaes<br />
2.	Adriana Toledo Piza<br />
3.	Alyne de Castro Costa<br />
4.	Anderson Aparecido Lima da Silva<br />
5.	Antonio Lombardi<br />
6.	Bruno Ramos Mendonça<br />
7.	Celso de Oliveira Vieira<br />
8.	Diego dos Santos Reis<br />
9.	Diogo Henrique Bispo Dias<br />
10.	Hélder Gonçalo Cunha Telo<br />
11.	Joaquim Elói Cirne de Toledo Júnior<br />
12.	Lucas Alessandro Duarte Amaral<br />
13.	Lucas Leitão Silveira<br />
14.	Mauro Dela Bandera Arco Júnior<br />
15.	Nicola Stefano Galgano<br />
16.	Nuno Pereira Castanheira<br />
17.	Paulo Roberto Pinheiro da Silva<br />
18.	Rafael Ribeiro Silva<br />
19.	Raquel de Azevedo<br />
20.	Rízzia Soares Rocha<br />
21.	Sérgio Farias de Souza Filho<br />
22.	Virginia Helena Ferreira da Costa</p>","full_html"
"1902","Administração da FFLCH procura estagiário para setor de Gerenciamento de Dados","graduacao/quadro",NA,"","","","2019-05-31","<p>Saiba mais: <a href=""http://filosofia.fflch.usp.br/node/1901"">http://filosofia.fflch.usp.br/node/1901</a></p>","full_html"
"1899","Disciplinas da Graduação - 2º semestre 2019","graduacao/quadro",NA,"","","","2019-08-01","<p>Já se encontra disponível o horário das disciplinas da Graduação que serão ministradas no 2º semestre de 2019. Os programas das disciplinas serão anexados conforme disponibilidade. Horário sujeito à alteração.</p>

<p>Saiba mais: <a href=""http://filosofia.fflch.usp.br/graduacao/semestreatual"">http://filosofia.fflch.usp.br/graduacao/semestreatual</a></p>","full_html"
"1897","Envio das horas de ATPA","licenciatura/quadro",NA,"","","","2019-06-24","<p>Envio das Atividades Teórico-Práticas de Aprofundamento (ATPA) até dia 24/06/2019.</p>

<p>Saiba mais em: <a href=""http://filosofia.fflch.usp.br/licenciatura/ATPA"">http://filosofia.fflch.usp.br/licenciatura/ATPA</a></p>","full_html"
"1896","Aviso sobre aula","graduacao/quadro",NA,"FLF0115 Introdução à Filosofia I","","Profs. Marcus Sacrini e Caetano Plastino","2019-05-31","<div style=""color: rgb(34, 34, 34); font-family: Arial, Helvetica, sans-serif; font-size: small;"">Caros estudantes,</div>

<div style=""color: rgb(34, 34, 34); font-family: Arial, Helvetica, sans-serif; font-size: small;""> </div>

<div style=""color: rgb(34, 34, 34); font-family: Arial, Helvetica, sans-serif; font-size: small;"">a aula de Introdução à Filosofia I da próxima semana será excepcionalmente ministrada no dia 31/05 (<u>sexta-feira</u>), na sala 111, no período da tarde (14h) e da noite (19:30h).</div>

<div style=""color: rgb(34, 34, 34); font-family: Arial, Helvetica, sans-serif; font-size: small;""> </div>

<div style=""color: rgb(34, 34, 34); font-family: Arial, Helvetica, sans-serif; font-size: small;"">Atenciosamente,</div>

<div style=""color: rgb(34, 34, 34); font-family: Arial, Helvetica, sans-serif; font-size: small;""> </div>

<div style=""color: rgb(34, 34, 34); font-family: Arial, Helvetica, sans-serif; font-size: small;"">Prof. Marcus Sacrini</div>

<div style=""color: rgb(34, 34, 34); font-family: Arial, Helvetica, sans-serif; font-size: small;"">Prof. Caetano Plastino</div>","full_html"
"1893","Tema para trabalho","graduacao/quadro",NA,"FLF0369 Teoria do Conhecimento e Filosofia da Ciência II","","Prof. Dr. Valter Alnis Bezerra","2019-06-24","<p><strong>Trabalho dissertativo da disciplina</strong></p>

<p>Considere uma disciplina científica particular (pertencente quer às ciências naturais, quer às ciências sociais), e um período específico no desenvolvimento diacrônico dessa disciplina.</p>

<p>Neste trabalho você irá optar por um dos seguintes caminhos de desenvolvimento:</p>

<div>
<p><strong>(A)</strong></p>

<p class=""rteindent1""><strong>(1)</strong> Descreva pelo menos um paradigma ou matriz disciplinar nesse campo, identificando detalhadamente os seus elementos principais, tal como delineados por Kuhn.</p>

<p class=""rteindent1""><strong>(2)</strong> É possível reconhecer algum processo de mudança científica revolucionária (nos termos de Kuhn) no qual o paradigma identificado em <strong>(1)</strong> toma parte? Por quê? Caso afirmativo, qual é ele?</p>
</div>

<p> </p>

<div>
<p><strong>(B)</strong></p>

<p class=""rteindent1""><strong>(1)</strong> Caso <em>não</em> seja possível identificar, na disciplina escolhida, e no período considerado, nenhuma estrutura que possa ser identificada como um paradigma, e nenhum processo que possa ser entendido como uma revolução científica, forneça as <em>razões</em> pelas quais isso é assim.</p>

<p class=""rteindent1""><strong>(2)</strong> Discuta o <em>tipo</em> de razões aduzidas em <strong>(1)</strong> para fundamentar uma resposta negativa. Qual é o seu estatuto? Como elas se inserem em uma perspectiva propriamente <em>filosófica</em>?</p>

<p> </p>

<p><strong>Data da entrega:</strong> 24/06/2019 na secretaria do departamento</p>
</div>","full_html"
"1888","Edital Nº01/2019 PNPD/CAPES","posdoc/quadro","1","","","","2019-05-24","<p>O Programa de Pós-Graduação em Filosofia da Universidade de São Paulo está selecionando um (01) pesquisador para atuar no âmbito do Programa Nacional de Pós-Doutorado (PNPD-CAPES). <span style=""background-color:Yellow""><strong>Inscrições de 14 a 24 de maio de 2019.</strong></span><strong> </strong></p>

<p><strong>Saiba mais em: </strong><a href=""http://filosofia.fflch.usp.br/posdoc/pnpd"">http://filosofia.fflch.usp.br/posdoc/pnpd</a></p>","full_html"
"1885","Trabalho final FILOSOFIA DA ARTE (FLF 0464)","graduacao/quadro","1","FLF0464 Filosofia da Arte","","Prof. Dr. Marco Aurélio Werle","2019-06-20","<p><strong>Trabalho final de curso</strong></p>

<p> </p>

<p>Prof. Marco Aurélio Werle</p>

<p><strong>FLF 0464 Filosofia da Arte</strong></p>

<p> </p>

<p><strong><span style=""font-family:inherit; font-size:16px"">Faça uma dissertação sobre a filosofia da arte de Heidegger.</span></strong></p>

<p><strong>Data de entrega:</strong> <strong>19/06/2019</strong> (para o e-mail <a href=""mailto:mawerle@usp.br"" style=""box-sizing: border-box; margin: 0px; padding: 0px; border: 0px; font: inherit; vertical-align: baseline; color: rgb(105, 89, 145); text-decoration-line: none;"">mawerle@usp.br</a>).</p>

<p><strong>Formato:</strong> Arquivo do Word (.doc ou .docx), fonte Times New Roman, tamanho 12, espaço 1,5; 3 cm de margem (inferior, superior, esquerda, direita), sem capa, sem negritos e sublinhados no corpo do texto. Tamanho máximo de 7 páginas.</p>","full_html"
