id_material,IdUsuario,IdSugestao,IdTipodeMaterial,tbTipodeMaterialSubcategoria,numero_capes,idTipodeVerba,Tombo,Tombo Antigo,código de impressão,ordem_relatorio,Processo,Fornecedor,Nota Fiscal,Pasta,tipo de aquisição,Data,DataAqExport,Moeda,Preço,Importado,origem_da_importacao,patrimonio_ativo
22413,8,28447,4,1,,,372728,,20-04-16,,,SPG,,,Doação,4/20/2016,,R$,40,Não,AQUISIÇÃO,Sim
22414,8,28448,4,1,,,372727,,17-05-17,,,SPG,,,Doação,4/20/2016,,R$,40,Não,AQUISIÇÃO,Sim
22415,8,28449,4,2,,,372726,,20-04-16,,,SPG,,,Doação,4/20/2016,,R$,40,Não,AQUISIÇÃO,Sim
22416,8,28450,4,1,,,372725,,20-04-16,,,SPG,,,Doação,4/20/2016,,R$,40,Não,AQUISIÇÃO,Sim
22417,8,28451,4,1,,,372724,,20-04-16,,,SPG,,,Doação,4/20/2016,,R$,40,Não,AQUISIÇÃO,Sim
22418,8,28452,4,2,,,372723,,20-04-16,,,SPG,,,Doação,4/20/2016,,R$,40,Não,AQUISIÇÃO,Sim
22419,8,28453,4,2,,,372722,,20-04-16,,,SPG,,,Doação,4/20/2016,,R$,40,Não,AQUISIÇÃO,Sim
22420,8,28454,4,1,,,372743,,20-04-16,,,SPG,,,Doação,4/20/2016,,R$,40,Não,AQUISIÇÃO,Sim
22421,8,28455,4,2,,,372741,,20-04-16,,,SPG,,,Doação,4/20/2016,,R$,40,Não,AQUISIÇÃO,Sim
22422,8,28456,4,1,,,372742,,20-04-16,,,SPG,,,Doação,4/20/2016,,R$,40,Não,AQUISIÇÃO,Sim
22423,8,28457,4,1,,,372740,,20-04-16,,,SPG,,,Doação,4/20/2016,,R$,40,Não,AQUISIÇÃO,Sim
22424,8,28458,4,2,,,372739,,25-04-16,,,SPG,,,Doação,4/20/2016,,R$,40,Não,AQUISIÇÃO,Sim
22425,8,28459,4,1,,,372738,,20-04-16,,,SPG,,,Doação,4/20/2016,,R$,40,Não,AQUISIÇÃO,Sim
22426,8,28460,4,1,,,372737,,20-04-16,,,SPG,,,Doação,4/20/2016,,R$,40,Não,AQUISIÇÃO,Sim
22427,8,28461,4,1,,,372736,,20-04-16,,,SPG,,,Doação,4/20/2016,,R$,40,Não,AQUISIÇÃO,Sim
22428,8,28462,4,1,,,372735,,20-04-16,,,SPG,,,Doação,4/20/2016,,R$,40,Não,AQUISIÇÃO,Sim
22429,8,28463,4,1,,,372734,,20-04-16,,,SPG,,,Doação,4/20/2016,,R$,40,Não,AQUISIÇÃO,Sim
22430,8,28464,4,2,,,372733,,20-04-16,,,SPG,,,Doação,4/20/2016,,R$,40,Não,AQUISIÇÃO,Sim
22431,8,28465,4,2,,,372732,,20-04-16,,,SPG,,,Doação,4/20/2016,,R$,40,Não,AQUISIÇÃO,Sim
22432,12,4193,2,,,10,403102,,3216,,,PTI LTDA.,000.003.216,,Compra,4/25/2016,,R$,476.5,Não,AQUISIÇÃO,Sim
22433,12,11308,6,,,10,403103,,3216,,,PTI LTDA.,000.003.216,,Compra,4/25/2016,,R$,476.5,Não,AQUISIÇÃO,Sim
22434,12,17336,2,,,10,403104,,3216,,,PTI LTDA.,000.003.216,,Compra,4/25/2016,,R$,164,Não,AQUISIÇÃO,Sim
22435,12,2362,2,,,10,403105,,3216,,,PTI LTDA.,000.003.216,,Compra,4/25/2016,,R$,305,Não,AQUISIÇÃO,Sim
22436,12,2506,2,,,10,403106,,3216,,,PTI LTDA.,000.003.216,,Compra,4/25/2016,,R$,312,Não,AQUISIÇÃO,Sim
22437,12,2363,2,,,10,403107,,3216,,,PTI LTDA.,000.003.216,,Compra,4/25/2016,,R$,320,Não,AQUISIÇÃO,Sim
22438,12,2432,2,,,10,403108,,3216,,,PTI LTDA.,000.003.216,,Compra,4/25/2016,,R$,381,Não,AQUISIÇÃO,Sim
22439,12,2539,2,,,10,403109,,3216,,,PTI LTDA.,000.003.216,,Compra,4/25/2016,,R$,281,Não,AQUISIÇÃO,Sim
22440,12,3712,2,,,10,403110,,3216,,,PTI LTDA.,000.003.216,,Compra,4/25/2016,,R$,319,Não,AQUISIÇÃO,Sim
22441,12,13729,2,,,10,403111,,3216,,,PTI LTDA.,000.003.216,,Compra,4/25/2016,,R$,141,Não,AQUISIÇÃO,Sim
22442,12,3330,2,,,10,403112,,3216,,,PTI LTDA.,000.003.216,,Compra,4/25/2016,,R$,180,Não,AQUISIÇÃO,Sim
22443,12,3864,2,,,10,403113,,3216,,,PTI LTDA.,000.003.216,,Compra,4/25/2016,,R$,313,Não,AQUISIÇÃO,Sim
22444,12,3272,2,,,10,403114,,3216,,,PTI LTDA.,000.003.216,,Compra,4/25/2016,,R$,160,Não,AQUISIÇÃO,Sim
22445,8,28466,2,,,,403154,,26-04-16,,,APC- ASSOC. PARA O PATRONATO CONTEMPORANEO,,,Doação,4/25/2016,,R$,40,Não,AQUISIÇÃO,Sim
22446,12,13704,2,,,10,403115,,3216,,,PTI LTDA.,000.003.216,,Compra,4/25/2016,,R$,187,Não,AQUISIÇÃO,Sim
22447,8,28467,2,,,,403152,,26-04-16,,,BRASILIO SALLUM JR.,,,Doação,4/25/2016,,R$,40,Não,AQUISIÇÃO,Sim
22448,12,11792,2,,,10,403116,,3216,,,PTI LTDA.,000.003.216,,Compra,4/25/2016,,R$,133,Não,AQUISIÇÃO,Sim
22449,8,28468,2,,,,403159,,26-04-16,,,BRASILIO SALLUM JR.,,,Doação,4/25/2016,,R$,40,Não,AQUISIÇÃO,Sim
22450,8,28469,2,,,,403151,,28-04-16,,,CARLOS E.B. PINHEIRO,,,Doação,4/25/2016,,R$,40,Não,AQUISIÇÃO,Sim
22451,12,11780,2,,,10,403117,,3216,,,PTI LTDA.,000.003.216,,Compra,4/25/2016,,R$,101,Não,AQUISIÇÃO,Sim
22452,8,28470,2,,,,403153,,26-04-16,,,IGOR P. POMINI,,,Doação,4/25/2016,,R$,130,Não,AQUISIÇÃO,Sim
22453,12,2835,2,,,10,403118,,3216,,,PTI LTDA.,000.003.216,,Compra,4/25/2016,,R$,180,Não,AQUISIÇÃO,Sim
22454,8,28471,4,,,,403157,,26-04-16,,,PAULA MARCELINO-DS,,,Doação,4/25/2016,,R$,130,Não,AQUISIÇÃO,Sim
22455,8,28472,2,,,,403158,,26-04-16,,,PAULA MARCELINO,,,Doação,4/25/2016,,R$,40,Não,AQUISIÇÃO,Sim
22456,12,2567,2,,,10,403119,,3216,,,PTI LTDA.,000.003.216,,Compra,4/25/2016,,R$,192,Não,AQUISIÇÃO,Sim
22457,12,4168,2,,,10,403120,,3216,,,PTI LTDA.,000.003.216,,Compra,4/25/2016,,R$,105,Não,AQUISIÇÃO,Sim
22458,12,10798,2,,,10,403121,,3216,,,PTI LTDA.,000.003.216,,Compra,4/25/2016,,R$,111,Não,AQUISIÇÃO,Sim
22459,12,10748,2,,,10,403122,,3216,,,PTI LTDA.,000.003.216,,Compra,4/25/2016,,R$,118,Não,AQUISIÇÃO,Sim
22460,8,28473,2,,,,403089,,26-04-16,,,JAIME GINSZBURG,,,Doação,4/26/2016,,R$,40,Não,AQUISIÇÃO,Sim
22461,8,28474,2,,,,403156,,26-04-16,,,ARTHUR MONTEIRO,,,Doação,4/26/2016,,R$,40,Não,AQUISIÇÃO,Sim
22462,8,28475,2,,,,403155,,26-04-16,,,MARIA C. LIMA-HERNANDEZ,,,Doação,4/26/2016,,R$,130,Não,AQUISIÇÃO,Sim
22463,8,28476,2,,,,403085,,26-04-16,,,PUBLISHER BRASIL EDITORA,,,Doação,4/26/2016,,R$,40,Não,AQUISIÇÃO,Sim
22464,8,28477,2,,,,403086,,26-04-16,,,INTERCOM EDITORA,,,Doação,4/26/2016,,R$,40,Não,AQUISIÇÃO,Sim
22465,8,28478,2,,,,403087,,26-04-16,,,INTERCOM EDITORA,,,Doação,4/26/2016,,R$,40,Não,AQUISIÇÃO,Sim
22466,8,28479,2,,,,403088,,26-04-16,,,ECA/USP,,,Doação,4/26/2016,,R$,40,Não,AQUISIÇÃO,Sim
22467,8,28480,2,,,,403033,,26-04-16,,,RICARDO TERRA-DF,,,Doação,4/26/2016,,R$,130,Não,AQUISIÇÃO,Sim
22468,8,28481,2,,,,403034,,26-04-16,,,RICARDO R. TERRA,,,Doação,4/26/2016,,R$,130,Não,AQUISIÇÃO,Sim
22469,8,28482,2,,,,403036,,26-04-16,,,RICARDO R. TERRA,,,Doação,4/26/2016,,R$,40,Não,AQUISIÇÃO,Sim
22470,8,28483,2,,,,403035,,26-04-16,,,RICARDO R. TERRA,,,Doação,4/26/2016,,R$,130,Não,AQUISIÇÃO,Sim
22471,8,4240,2,,,,403065,,60404,,,FGV EDITORA,000060404,,Doação,4/26/2016,,R$,49,Não,AQUISIÇÃO,Sim
22472,12,2346,2,,,10,403123,,3216,,,PTI LTDA.,000.003.216,,Compra,4/26/2016,,R$,192,Não,AQUISIÇÃO,Sim
22473,12,2949,2,,,10,403124,,3216,,,PTI LTDA.,000.003.216,,Compra,4/26/2016,,R$,882,Não,AQUISIÇÃO,Sim
22474,12,2997,2,,,10,403125,,3216,,,PTI LTDA.,000.003.216,,Compra,4/26/2016,,R$,416,Não,AQUISIÇÃO,Sim
22475,12,4284,2,,,10,403126,,3216,,,PTI LTDA.,000.003.216,,Compra,4/26/2016,,R$,73,Não,AQUISIÇÃO,Sim
22476,12,11621,2,,,10,403127,,3216,,,PTI LTDA.,000.003.216,,Compra,4/26/2016,,R$,300,Não,AQUISIÇÃO,Sim
22477,12,4155,2,,,10,403128,,3216,,,PTI LTDA.,000.003.216,,Compra,4/26/2016,,R$,356,Não,AQUISIÇÃO,Sim
22478,8,28484,2,,,,403061,,60404,,,FGV EDITORA,000060404,,Doação,4/26/2016,,R$,24,Não,AQUISIÇÃO,Sim
22479,8,28485,2,,,,403062,,60404,,,EDITORA FGV,000060404,,Doação,4/26/2016,,R$,24,Não,AQUISIÇÃO,Sim
22480,8,28486,2,,,,403063,,60404,,,FGV EDITORA,000060404,,Doação,4/26/2016,,R$,24,Não,AQUISIÇÃO,Sim
22481,12,11694,2,,,10,403129,,3216,,,PTI LTDA.,000.003.216,,Compra,4/26/2016,,R$,135,Não,AQUISIÇÃO,Sim
22482,8,28487,2,,,,403064,,60404,,,FGV EDITORA,000060404,,Doação,4/26/2016,,R$,24,Não,AQUISIÇÃO,Sim
22483,12,4339,2,,,10,403130,,3216,,,PTI LTDA.,000.003.216,,Compra,4/26/2016,,R$,305,Não,AQUISIÇÃO,Sim
22484,8,28488,2,,,,403066,,60404,,,FGV EDITORA,000060404,,Doação,4/26/2016,,R$,24,Não,AQUISIÇÃO,Sim
22485,8,28489,2,,,,403067,,60404,,,FGV EDITORA,000060404,,Doação,4/26/2016,,R$,24,Não,AQUISIÇÃO,Sim
22486,8,28490,2,,,,403068,,60404,,,FGV EDITORA,000060404,,Doação,4/26/2016,,R$,50,Não,AQUISIÇÃO,Sim
22487,8,28491,2,,,,403069,,60404,,,FGV EDITORA,000060404,,Doação,4/26/2016,,R$,24,Não,AQUISIÇÃO,Sim
22488,8,28492,2,,,,403070,,60404,,,FGV EDITORA,000060404,,Doação,4/26/2016,,R$,24,Não,AQUISIÇÃO,Sim
22489,8,28493,2,,,,403071,,60404,,,FGV EDITORA,000060404,,Doação,4/26/2016,,R$,56,Não,AQUISIÇÃO,Sim
22490,12,11162,2,,,10,403101,,3216,,,PTI LTDA.,000.003.216,,Compra,4/26/2016,,R$,737.5,Não,AQUISIÇÃO,Sim
22491,8,28494,2,,,,403072,,60404,,,FGV EDITORA,,,Doação,4/27/2016,,R$,24,Não,AQUISIÇÃO,Sim
22492,8,28495,2,,,,403073,,60404,,,FGV EDITORA,,,Doação,4/27/2016,,R$,30,Não,AQUISIÇÃO,Sim
22493,8,28496,2,,,,403074,,60404,,,FGV EDITORA,,,Doação,4/27/2016,,R$,24,Não,AQUISIÇÃO,Sim
22494,8,28497,2,,,,403075,,60404,,,FGV EDITORA,,,Doação,4/27/2016,,R$,24,Não,AQUISIÇÃO,Sim
22495,8,28498,2,,,,403076,,60404,,,FGV EDITORA,,,Doação,4/27/2016,,R$,24,Não,AQUISIÇÃO,Sim
22496,8,28499,2,,,,403077,,60404,,,FGV EDITORA,,,Doação,4/27/2016,,R$,67,Não,AQUISIÇÃO,Sim
22497,8,28500,2,,,,403079,,60404,,,FGV EDITORA,,,Doação,4/27/2016,,R$,39,Não,AQUISIÇÃO,Sim
22498,8,28501,2,,,,403078,,60404,,,FGV EDITORA,,,Doação,4/27/2016,,R$,24,Não,AQUISIÇÃO,Sim
22499,8,28502,2,,,,403080,,60404,,,FGV EDITORA,,,Doação,4/27/2016,,R$,24,Não,AQUISIÇÃO,Sim
22500,8,28503,2,,,,403081,,60404,,,FGV EDITORA,,,Doação,4/27/2016,,R$,24,Não,AQUISIÇÃO,Sim
22501,8,28504,2,,,,403082,,60404,,,FGV EDITORA,,,Doação,4/27/2016,,R$,24,Não,AQUISIÇÃO,Sim
22502,8,28505,2,,,,403083,,60404,,,FGV EDITORA,,,Doação,4/27/2016,,R$,56,Não,AQUISIÇÃO,Sim
22503,8,28506,8,,,,402580,,26-04-16,,,BCA CENTRAL DA REITORIA,,,Retombamento,4/27/2016,,R$,130,Não,AQUISIÇÃO,Sim
22504,8,28507,8,,,,402579,,26-04-16,,,BCA CENTRAL DA REITORIA,,,Retombamento,4/27/2016,,R$,130,Não,AQUISIÇÃO,Sim
22505,8,28508,8,,,,402581,,26-04-16,,,USP-FFCL,,,Retombamento,4/27/2016,,R$,130,Não,AQUISIÇÃO,Sim
22506,8,28509,8,,,,402578,,26-04-16,,,USP-FFLCH-CADEIRA DE ALEMAO,,,Retombamento,4/27/2016,,R$,130,Não,AQUISIÇÃO,Sim
22507,8,28510,8,,,,402558,,26-04-16,,,USP-FFCL-CAD. DE LINGUA E LIT; ALEMA,,,Retombamento,4/27/2016,,R$,130,Não,AQUISIÇÃO,Sim
22508,8,28511,3,,,,402557,,26-04-16,,,USP-FFCL-CAD. DE ALEMAO,,,Retombamento,4/27/2016,,R$,130,Não,AQUISIÇÃO,Sim
22509,8,28512,8,,,,402529,,26-04-16,,,USP-FFCL-CAD. DE ALEMAO,,,Retombamento,4/27/2016,,R$,130,Não,AQUISIÇÃO,Sim
22510,8,28513,8,,,,402528,,26-04-16,,,USP-FFCL-CAD. DE ALEMAO,,,Retombamento,4/28/2016,,R$,130,Não,AQUISIÇÃO,Sim
22511,8,28514,8,,,,402525,,26-04-16,,,USP-FFCL-CAD. DE ALEMAO,,,Retombamento,4/28/2016,,R$,130,Não,AQUISIÇÃO,Sim
22512,8,28515,8,,,,402527,,26-04-16,,,USP-FFCL-CAD. DE ALEMAO,,,Doação,4/28/2016,,R$,130,Não,AQUISIÇÃO,Sim
22513,8,28516,2,,,,391321,,26-04-16,,,COL. LUCILA BERNARDERT-PROC. 96.1.932.8.3,,,Retombamento,4/28/2016,,R$,130,Não,AQUISIÇÃO,Sim
22514,8,28517,8,,,,402526,,26-04-16,,,USP-FFCL-CAD. DE ALEMAO,,,Retombamento,4/28/2016,,R$,130,Não,AQUISIÇÃO,Sim
22515,8,28518,8,,,,402577,,26-04-16,,,USP-FFCL-CAD. DE ALEMAO,,,Retombamento,4/28/2016,,R$,130,Não,AQUISIÇÃO,Sim
22516,8,28519,2,,,,403038,,26-04-16,,,AUGUSTO MASSI,,,Doação,4/28/2016,,R$,40,Não,AQUISIÇÃO,Sim
22517,8,28520,2,,,,403037,,26-04-16,,,MARCO ZINGANO,,,Doação,4/28/2016,,R$,130,Não,AQUISIÇÃO,Sim
22518,8,28521,8,,,,402559,,26-04-16,,,USP-FFCL-CAD. DE ALEMAO,,,Retombamento,4/28/2016,,R$,130,Não,AQUISIÇÃO,Sim
22519,8,28522,8,,,,402576,,26-04-16,,,DEUTSCHE FORSCHUNGSGENEINSCHAFT,,,Doação,4/28/2016,,R$,130,Não,AQUISIÇÃO,Sim
22520,8,28523,2,,,,403028,,26-04-16,,,USP-FFCL-BCA GEOGRAFIA,,,Retombamento,4/28/2016,,R$,40,Não,AQUISIÇÃO,Sim
22521,8,28524,8,,,,402524,,26-04-16,,,USP-FFLCH-BCA DE LETRAS,,,Retombamento,4/28/2016,,R$,130,Não,AQUISIÇÃO,Sim
22522,8,28525,8,,,,402523,,26-04-16,,,USP-FFLCH-BCA LETRAS,,,Retombamento,4/28/2016,,R$,130,Não,AQUISIÇÃO,Sim
22523,8,28526,8,,,,402466,,26-04-16,,,USP-FFCL-BCA DE GEOGRAFIA,,,Retombamento,4/28/2016,,R$,130,Não,AQUISIÇÃO,Sim
22524,8,28527,8,,,,402465,,26-04-16,,,USP-FFCL-BCA DE GEOGRAFIA,,,Retombamento,4/28/2016,,R$,40,Não,AQUISIÇÃO,Sim
22525,8,28528,2,,,,402464,,26-04-16,,,USP-FFCL-CAD. DE FILOSOFIA,,,Retombamento,4/28/2016,,R$,40,Não,AQUISIÇÃO,Sim
22526,8,28529,8,,,,402463,,26-04-16,,,USP-FFCL-BCA DO DEP. DE GEOGRAFIA,,,Retombamento,4/28/2016,,R$,40,Não,AQUISIÇÃO,Sim
22527,8,28530,8,,,,402461,,26-04-16,,,USP-FFCL-BCA DE LETRAS,,,Retombamento,4/28/2016,,R$,130,Não,AQUISIÇÃO,Sim
22528,8,28531,8,,,,402462,,26-04-16,,,USP-FFCL-BCA DE LETRAS,,,Retombamento,4/28/2016,,R$,130,Não,AQUISIÇÃO,Sim
22529,8,28532,3,,,,402467,,26-04-16,,,USP-FFLCH-BCA DE LETRAS,,,Retombamento,4/28/2016,,R$,130,Não,AQUISIÇÃO,Sim
22530,8,28533,8,,,,402468,,26-04-16,,,USP-FFLCH-BCA DE LETRAS,,,Retombamento,4/28/2016,,R$,130,Não,AQUISIÇÃO,Sim
22531,8,28534,3,,,,402469,,26-04-16,,,USP-FFLCH-BCA DE LETRAS,,,Retombamento,4/28/2016,,R$,130,Não,AQUISIÇÃO,Sim
22532,8,28535,2,,,,403039,,26-04-16,,,SANDRA VASCONCELOS,,,Doação,4/28/2016,,R$,40,Não,AQUISIÇÃO,Sim
22533,8,28536,2,,,,402833,,01-08-17,,,DLO - C. EST. JUDAICOS,,,Doação,4/29/2016,,R$,130,Não,AQUISIÇÃO,Sim
22534,8,28537,6,,,,402834,,02-05-16,,,,,,Doação,4/29/2016,,R$,130,Não,AQUISIÇÃO,Sim
22535,8,28538,2,,,,402835,,02-05-16,,,,,,Doação,4/29/2016,,R$,130,Não,AQUISIÇÃO,Sim
22536,8,28539,6,,,,402841,,02-05-16,,,NANA MAIOLINI-FAU/USP,,,Doação,5/2/2016,,R$,40,Não,AQUISIÇÃO,Sim
22537,8,28540,2,,,,403217,,02-05-16,,,MAE-UFPR,,,Doação,5/2/2016,,R$,40,Não,AQUISIÇÃO,Sim
22538,8,28541,6,,,,403218,,02-05-16,,,MAE-UFPR,,,Doação,5/2/2016,,R$,40,Não,AQUISIÇÃO,Sim
22539,8,28542,2,,,,403090,,02-05-16,,,MAE/UFPR,,,Doação,5/2/2016,,R$,40,Não,AQUISIÇÃO,Sim
22540,8,28543,6,,,,403091,,02-05-16,,,MAE/UFPR,,,Doação,5/2/2016,,R$,40,Não,AQUISIÇÃO,Sim
22541,8,28544,5,,,,403219,,PROAC/14,,PROAC N.46/2014,PROAC,,,Doação,5/2/2016,,R$,40,Não,AQUISIÇÃO,Sim
22542,8,28545,3,,,,403092,,02-05-16,,,SVAPAC,,,Doação,5/2/2016,,R$,40,Não,AQUISIÇÃO,Sim
22543,8,28546,2,,,12,310833,,12327,,04/12327-5,,,,Doação,5/2/2016,,R$,24.5,Não,AQUISIÇÃO,Sim
22544,8,28547,2,,,11,403160,,141821,,141821/2012-4,AMAZON,,,Doação,5/3/2016,,R$,228.04,Não,AQUISIÇÃO,Sim
22545,8,28548,2,,,11,403161,,141821,,141821/2012-4,AMAZON,,,Doação,5/3/2016,,R$,101.03,Não,AQUISIÇÃO,Sim
22546,8,28549,2,,,11,403162,,141821,,141821/2012-4,AMAZON,,,Doação,5/3/2016,,R$,77.26,Não,AQUISIÇÃO,Sim
22547,8,28550,2,,,11,403163,,141821,,141821/2012-4,AMAZON,,,Doação,5/3/2016,,R$,104.92,Não,AQUISIÇÃO,Sim
22548,8,28551,2,,,11,403164,,141821,,141821/2012-4,AMAZON,,,Doação,5/3/2016,,R$,139.23,Não,AQUISIÇÃO,Sim
22549,8,28552,2,,,11,403165,,141821,,141821/2012-4,AMAZON,,,Doação,5/3/2016,,R$,52.23,Não,AQUISIÇÃO,Sim
22550,8,28553,2,,,11,403166,,141821,,141821/2012-4,AMAZON,,,Doação,5/3/2016,,R$,31.98,Não,AQUISIÇÃO,Sim
22551,8,28554,2,,,,403220,,02-05-16,,,CARLOS ZERON,,,Doação,5/3/2016,,R$,40,Não,AQUISIÇÃO,Sim
22552,8,28555,2,,,,403221,,02-05-16,,,CARLOS ZERON,,,Doação,5/3/2016,,R$,40,Não,AQUISIÇÃO,Sim
22553,8,28556,2,,,,403222,,03-05-16,,,CARLOS ZERON,,,Doação,5/3/2016,,R$,40,Não,AQUISIÇÃO,Sim
22554,8,28557,2,,,,403223,,02-05-16,,,CARLOS ZERON,,,Doação,5/3/2016,,R$,40,Não,AQUISIÇÃO,Sim
22555,8,28558,2,,,,403224,,02-05-16,,,CARLOS ZERON,,,Doação,5/3/2016,,R$,40,Não,AQUISIÇÃO,Sim
22556,8,28559,2,,,,403225,,02-05-16,,,CARLOS ZERON,,,Doação,5/3/2016,,R$,40,Não,AQUISIÇÃO,Sim
22557,8,28560,2,,,11,403167,,141821,,141821/2012-4,AMAZON,,,Doação,5/3/2016,,R$,47.74,Não,AQUISIÇÃO,Sim
22558,8,28561,2,,,11,403168,,141821,,141821/2012-4,AMAZON,,,Doação,5/3/2016,,R$,124.29,Não,AQUISIÇÃO,Sim
22559,8,28562,2,,,11,403169,,141821,,141821/2012-4,AMAZON,,,Doação,5/3/2016,,R$,79.8,Não,AQUISIÇÃO,Sim
22560,8,28563,2,,,11,403171,,141821,,141821/2012-4,AMAZON,,,Doação,5/4/2016,,R$,102.43,Não,AQUISIÇÃO,Sim
22561,8,28564,2,,,11,403170,,141821,,141821/2012-4,AMAZON,,,Doação,5/4/2016,,R$,114.88,Não,AQUISIÇÃO,Sim
22562,8,28565,2,,,11,403172,,141821,,141821/2012-4,AMAZON,,,Doação,5/4/2016,,R$,113.43,Não,AQUISIÇÃO,Sim
22563,8,28566,2,,,11,403173,,141821,,141821/2012-4,AMAZON,,,Doação,5/4/2016,,R$,65,Não,AQUISIÇÃO,Sim
22564,8,28567,2,,,11,403174,,141821,,141821/2012-4,AMAZON,,,Doação,5/4/2016,,R$,318.78,Não,AQUISIÇÃO,Sim
22565,8,28568,2,,,11,403175,,141821,,141821/2012-4,AMAZON,,,Doação,5/4/2016,,R$,56.86,Não,AQUISIÇÃO,Sim
22566,8,28569,2,,,11,403176,,141821,,141821/2012-4,AMAZON,,,Doação,5/4/2016,,R$,196.91,Não,AQUISIÇÃO,Sim
22567,8,28570,2,,,11,403177,,141821,,141821/2012-4,AMAZON,,,Doação,5/4/2016,,R$,159.83,Não,AQUISIÇÃO,Sim
22568,8,28571,2,,,11,403178,,141821,,141821/2012-4,AMAZON,,,Doação,5/4/2016,,R$,92.16,Não,AQUISIÇÃO,Sim
22569,8,28572,2,,,11,403179,,141821,,141821/2012-4,AMAZON,,,Doação,5/4/2016,,R$,80.83,Não,AQUISIÇÃO,Sim
22570,8,28573,2,,,11,403180,,141821,,141821/2012-4,AMAZON,,,Doação,5/4/2016,,R$,180.23,Não,AQUISIÇÃO,Sim
22571,8,28574,2,,,11,403181,,141821,,141821/2012-4,AMAZON,,,Doação,5/4/2016,,R$,397.58,Não,AQUISIÇÃO,Sim
22572,8,28575,2,,,11,403182,,141821,,141821/2012-4,AMAZON,,,Doação,5/4/2016,,R$,104.93,Não,AQUISIÇÃO,Sim
22573,8,28576,2,,,11,403183,,141821,,141821/2012-4,AMAZON,,,Doação,5/4/2016,,R$,24.33,Não,AQUISIÇÃO,Sim
22574,8,28577,2,,,,403096,,04-05-16,,,IVAN F. MARQUES,,,Doação,5/4/2016,,R$,40,Não,AQUISIÇÃO,Sim
22575,8,28578,2,,,,403095,,04-05-16,,,IVAN F. MARQUES,,,Doação,5/4/2016,,R$,40,Não,AQUISIÇÃO,Sim
22576,8,28579,2,,,11,403184,,141821,,141821/2012-4,AMAZON,,,Doação,5/4/2016,,R$,85.82,Não,AQUISIÇÃO,Sim
22577,8,28580,2,,,11,403185,,141821,,141821/2012-4,AMAZON,,,Doação,5/4/2016,,R$,307.1,Não,AQUISIÇÃO,Sim
22578,8,28581,2,,,11,403186,,141821,,141821/2012-4,AMAZON,,,Doação,5/4/2016,,R$,122.55,Não,AQUISIÇÃO,Sim
22579,8,28582,2,,,11,403187,,141821,,141821/2012-4,AMAZON,,,Doação,5/4/2016,,R$,24.28,Não,AQUISIÇÃO,Sim
22580,8,28583,2,,,11,403188,,141821,,141821/2012-4,AMAZON,,,Doação,5/4/2016,,R$,356.7,Não,AQUISIÇÃO,Sim
22582,8,28585,2,,,11,403189,,141821,,141821/2012-4,AMAZON,,,Doação,5/4/2016,,R$,118.52,Não,AQUISIÇÃO,Sim
22583,8,28586,2,,,11,403190,,141821,,141821/2012-4,AMAZON,,,Doação,5/4/2016,,R$,88.75,Não,AQUISIÇÃO,Sim
22584,8,28587,2,,,11,403191,,141821,,141821/2012-4,AMAZON,,,Doação,5/4/2016,,R$,205.68,Não,AQUISIÇÃO,Sim
22585,8,28588,2,,,,403192,,141821,,,AMAZON,,,Doação,5/4/2016,,R$,66.35,Não,AQUISIÇÃO,Sim
22586,8,28589,2,,,11,403193,,141821,,141821/2012-4,AMAZON,,,Doação,5/4/2016,,R$,23.01,Não,AQUISIÇÃO,Sim
22587,8,28590,2,,,11,403194,,141821,,141821/2012-4,AMAZON,,,Doação,5/4/2016,,R$,81.56,Não,AQUISIÇÃO,Sim
22588,8,28591,2,,,11,403195,,141821,,141821/2012-4,AMAZON,,,Doação,5/9/2016,,R$,33.48,Não,AQUISIÇÃO,Sim
22589,8,28592,2,,,11,403196,,141821,,141821/2012-4,AMAZON,,,Doação,5/9/2016,,R$,106.73,Não,AQUISIÇÃO,Sim
22590,8,28593,2,,,11,403197,,141821,,141821/2012-4,AMAZON,,,Doação,5/9/2016,,R$,84.3,Não,AQUISIÇÃO,Sim
22591,8,28594,2,,,11,403198,,141821,,141821/2012-4,AMAZON,,,Doação,5/9/2016,,R$,66.29,Não,AQUISIÇÃO,Sim
22592,8,28595,2,,,11,403199,,141821,,141821/2012-4,AMAZON,,,Doação,5/9/2016,,R$,79.98,Não,AQUISIÇÃO,Sim
22593,8,28596,2,,,11,403200,,141821,,141821/2012-4,AMAZON,,,Doação,5/9/2016,,R$,100.17,Não,AQUISIÇÃO,Sim
22594,8,28597,2,,,11,403201,,141821,,141821/2012-4,AMAZON,,,Doação,5/9/2016,,R$,23.13,Não,AQUISIÇÃO,Sim
22595,8,28598,2,,,11,403202,,141821,,141821/2012-4,LIBRARIE J. VRIN,,,Doação,5/9/2016,,R$,89.61,Não,AQUISIÇÃO,Sim
22596,8,28599,2,,,11,403203,,141821,,141821/2012-4,AMAZON,,,Doação,5/9/2016,,R$,90.45,Não,AQUISIÇÃO,Sim
22597,8,28600,2,,,11,403204,,141821,,141821/2012-4,AMAZON,,,Doação,5/9/2016,,R$,118.68,Não,AQUISIÇÃO,Sim
22598,8,28601,2,,,11,403205,,141821,,141821/2012-4,INTERNET BOOKSHOP ITALIA,,,Doação,5/9/2016,,R$,124.07,Não,AQUISIÇÃO,Sim
