"nid","title","field_tipo_evento","field_data_do_evento","field_data_do_evento_fim","field_data_eventos_externos","field_data_eventos_externos_fim","field_campo_extra","field_ministrantes","field_adicionar_maiores_informa_","field_informacoes_essenciais","field_org","field_p_gina","field_contato","field_local","field_mapa_do_local","field_endereco_evento","field_outras_informacoes_evento","field_programa_o_do_evento","field_imagem_de_divulga_o"
"876","1ªJornada de Filosofia das Ciências Neurais","1","11/05/2017 - 10:00","11/05/2017 - 10:00","","","Quinta-feira, 11 de maio de 2017","","","<p>Programação em anexo.</p>
","","","","Sala 024","https://www.google.com.br/maps/place/Pr%C3%A9dio+da+FFLCH+da+USP/@-23.5617891,-46.7273207,17z/data=!4m13!1m7!3m6!1s0x0:0x0!2zMjPCsDMzJzQyLjUiUyA0NsKwNDMnMzAuNSJX!3b1!8m2!3d-23.561794!4d-46.725132!3m4!1s0x0000000000000000:0x2e73e81e1290c8f9!8m2!3d-23.5621629!4d-46.7249226?hl=pt-br","Conjunto Didático de Filosofia e Ciências Sociais, Av. Prof. Luciano Gualberto, 315 - Cidade Universitária, São Paulo - SP","","http://www.filosofia.fflch.usp.br/sites/filosofia.fflch.usp.br/files/eventos/2017/2017_1_jornada_de_filosofia_das_ciencias_neurais.pdf","http://www.filosofia.fflch.usp.br/sites/filosofia.fflch.usp.br/files/eventos/2017/2017_1_jornada_de_filosofia_das_ciencias_neurais.jpg"
"872","Chamada para trabalhos: XI SOFiA - Semana de Orientação Filosófica e Acadêmica (International edition)","2","","","01/06/2017","01/06/2017","Submissões de trabalho: até 01/06/2017 (Deadline 1st June 2017)","","","<div style=""color: rgb(34, 34, 34); font-family: arial, sans-serif; font-size: 12.8px;"">Call For Papers: XI SOFiA - Semana de Orientação Filosófica e Acadêmica (International edition)</div>

<div style=""color: rgb(34, 34, 34); font-family: arial, sans-serif; font-size: 12.8px;"">Submissões de trabalho: até 01/06/2017 (Deadline 1st June 2017)</div>

<div style=""color: rgb(34, 34, 34); font-family: arial, sans-serif; font-size: 12.8px;"">Encontro de 18 a 22 de setembro de 2017 (It will happen on September 18-22, 2017)</div>

<div style=""color: rgb(34, 34, 34); font-family: arial, sans-serif; font-size: 12.8px;"">Call for Submission (English version): <a href=""https://drive.google.com/file/d/0Bwhn1u2I_fZGZ2hFYmpKaDBPRU0/view"" style=""color: rgb(17, 85, 204);"" target=""_blank"">https://drive.google.com/file/d/0Bwhn1u2I_fZGZ2hFYmpKaDBPRU0/view</a></div>

<div style=""color: rgb(34, 34, 34); font-family: arial, sans-serif; font-size: 12.8px;"">Edital para submissão de trabalhos (Portuguese version): <a href=""https://drive.google.com/file/d/0Bwhn1u2I_fZGQVRFc3B4WXVsakE/view"" style=""color: rgb(17, 85, 204);"" target=""_blank"">https://drive.google.com/file/d/0Bwhn1u2I_fZGQVRFc3B4WXVsakE/view</a></div>

<div style=""color: rgb(34, 34, 34); font-family: arial, sans-serif; font-size: 12.8px;"">Página: <a href=""http://unifespsofia.wixsite.com/sofia/inscricoes"" style=""color: rgb(17, 85, 204);"" target=""_blank"">http://unifespsofia.wixsite.com/sofia/inscricoes</a> (Site to submissions)</div>
","","","","","https://www.google.com.br/maps/place/Pr%C3%A9dio+da+FFLCH+da+USP/@-23.5617891,-46.7273207,17z/data=!4m13!1m7!3m6!1s0x0:0x0!2zMjPCsDMzJzQyLjUiUyA0NsKwNDMnMzAuNSJX!3b1!8m2!3d-23.561794!4d-46.725132!3m4!1s0x0000000000000000:0x2e73e81e1290c8f9!8m2!3d-23.5621629!4d-46.7249226?hl=pt-br","Estr. do Caminho Velho, 333 - Jardim Nova Cidade, Guarulhos - SP, 04021-001. EFLCH - Universidade Federal de São Paulo, Campus Guarulhos","","http://www.filosofia.fflch.usp.br/sites/filosofia.fflch.usp.br/files/eventos/externo/xi_sofia_cartaz.pdf, http://www.filosofia.fflch.usp.br/sites/filosofia.fflch.usp.br/files/eventos/externo/xi_sofia_chamada_por_trabalhos.pdf, http://www.filosofia.fflch.usp.br/sites/filosofia.fflch.usp.br/files/eventos/externo/xi_sofia_call_for_papers.pdf","http://www.filosofia.fflch.usp.br/sites/filosofia.fflch.usp.br/files/eventos/externo/xi_sofia_cartaz.jpg"
"869"," CANCELADO - Curso Difusão: A noção do não-ser em Parmênides","1","17/05/2017 - 10:00","17/05/2017 - 10:00","","","De 17  a 31 de maio de 2017","Dr. Nicola stefano","","<p><s>Período de Matrícula (enquanto houver vaga):</s><br />
<s>08/05/2017  a 12/05/2017</s><br />
<s>Matrícula Online pelo  Sistema Apolo: <a href=""http://sce.fflch.usp.br/node/2389"">http://sce.fflch.usp.br/node/2389</a></s><br />
<s><a href=""http://filosofia.fflch.usp.br/sites/filosofia.fflch.usp.br/files/eventos/2015/cursos%20de%20difus%C3%A3o/programa_curso_nicola.pdf"">Programa do curso</a></s></p>
","","","","","https://www.google.com.br/maps/place/Pr%C3%A9dio+da+FFLCH+da+USP/@-23.5617891,-46.7273207,17z/data=!4m13!1m7!3m6!1s0x0:0x0!2zMjPCsDMzJzQyLjUiUyA0NsKwNDMnMzAuNSJX!3b1!8m2!3d-23.561794!4d-46.725132!3m4!1s0x0000000000000000:0x2e73e81e1290c8f9!8m2!3d-23.5621629!4d-46.7249226?hl=pt-br","Conjunto Didático de Filosofia e Ciências Sociais, Av. Prof. Luciano Gualberto, 315 - Cidade Universitária, São Paulo - SP","","",""
"866","Chamada para trabalhos: V Encontro do Grupo de Pesquisa Subjetividade no Pensamento Contemporâneo","2","","","31/05/2017","31/05/2017","Submissões de trabalho: até 31/05/2017","","","<div style=""color: rgb(34, 34, 34); font-family: arial, sans-serif; font-size: 12.8px;""><span style=""font-size:12.8px"">Encontro de 27 a 29 de junho de 2017</span></div>
","","http://gtsubjetividade.blogspot.com.br/","","","https://www.google.com.br/maps/place/Pr%C3%A9dio+da+FFLCH+da+USP/@-23.5617891,-46.7273207,17z/data=!4m13!1m7!3m6!1s0x0:0x0!2zMjPCsDMzJzQyLjUiUyA0NsKwNDMnMzAuNSJX!3b1!8m2!3d-23.561794!4d-46.725132!3m4!1s0x0000000000000000:0x2e73e81e1290c8f9!8m2!3d-23.5621629!4d-46.7249226?hl=pt-br","UEFS - BA","","http://www.filosofia.fflch.usp.br/sites/filosofia.fflch.usp.br/files/eventos/externo/V%20Encontro%20Subjetividade.jpg","http://www.filosofia.fflch.usp.br/sites/filosofia.fflch.usp.br/files/eventos/externo/V%20Encontro%20Subjetividade.jpg"
"862","Chamada para trabalhos: II Encontro de Teoria Crítica e Filosofia Política da USP","1","15/05/2017 - 00:00","15/05/2017 - 00:00","","","Período de inscrição de 05 a 15 de maio de 2017","","1","<div class=""gmail_default"" style=""color: rgb(34, 34, 34); font-family: tahoma, sans-serif; font-size: small;"">
<p dir=""ltr"">A Comissão Organizadora torna pública a abertura de inscrições e estabelece normas relativas à participação de pesquisadores(as) no II Encontro de Teoria Crítica e Filosofia Política da USP. O evento ocorrerá nos dias 04, 05 e 06 de outubro de 2017. As mesas são organizadas por eixos temáticos e têm como comentador(a) um(a) pesquisador(a) com experiência na área, possibilitando debates e estímulos à pesquisa em andamento.</p>

<p dir=""ltr"">Maiores informação, veja o edital em anexo.</p>
<strong>Calendário</strong>

<table style=""border-collapse:collapse; border:none; width:100%"">
	<tbody>
		<tr>
			<td style=""border-color:rgb(0, 0, 0); vertical-align:top"">
			<p dir=""ltr"">Período de inscrição</p>
			</td>
			<td style=""border-color:rgb(0, 0, 0); vertical-align:top"">
			<p dir=""ltr"">05 a 15 de maio de 2017</p>
			</td>
		</tr>
		<tr>
			<td style=""border-color:rgb(0, 0, 0); vertical-align:top"">
			<p dir=""ltr"">Divulgação dos trabalhos aceitos</p>
			</td>
			<td style=""border-color:rgb(0, 0, 0); vertical-align:top"">
			<p dir=""ltr"">20 de junho de 2017</p>
			</td>
		</tr>
		<tr>
			<td style=""border-color:rgb(0, 0, 0); vertical-align:top"">
			<p dir=""ltr"">Prazo para envio dos textos completos</p>
			</td>
			<td style=""border-color:rgb(0, 0, 0); vertical-align:top"">
			<p dir=""ltr"">1º de setembro de 2017</p>
			</td>
		</tr>
		<tr>
			<td style=""border-color:rgb(0, 0, 0); vertical-align:top"">
			<p dir=""ltr"">Realização do evento</p>
			</td>
			<td style=""border-color:rgb(0, 0, 0); vertical-align:top"">
			<p dir=""ltr"">04, 05 e 06 de outubro de 2017</p>
			</td>
		</tr>
	</tbody>
</table>

<p><br />
 </p>
</div>
","","","","","https://www.google.com.br/maps/place/Pr%C3%A9dio+da+FFLCH+da+USP/@-23.5617891,-46.7273207,17z/data=!4m13!1m7!3m6!1s0x0:0x0!2zMjPCsDMzJzQyLjUiUyA0NsKwNDMnMzAuNSJX!3b1!8m2!3d-23.561794!4d-46.725132!3m4!1s0x0000000000000000:0x2e73e81e1290c8f9!8m2!3d-23.5621629!4d-46.7249226?hl=pt-br","Conjunto Didático de Filosofia e Ciências Sociais, Av. Prof. Luciano Gualberto, 315 - Cidade Universitária, São Paulo - SP","<p dir=""ltr""><strong>Comissão Organizadora</strong></p>

<p dir=""ltr""><span style=""background-color:transparent; color:rgb(0, 0, 0); font-family:helvetica neue; font-size:11pt"">Prof. Dr. Luiz Sérgio Repa - Departamento de Filosofia da USP</span><br />
<span style=""background-color:transparent; color:rgb(0, 0, 0); font-family:helvetica neue; font-size:11pt"">Prof. Dr. Rúrion Soares Melo - Departamento de Ciência Política da USP</span><br />
<span style=""background-color:transparent; color:rgb(0, 0, 0); font-family:helvetica neue; font-size:11pt"">Adriana Pereira Matos - mestranda em Filosofia (PPGF/USP)</span><br />
<span style=""background-color:transparent; color:rgb(0, 0, 0); font-family:helvetica neue; font-size:11pt"">Barbara Soares - mestranda em Ciência Política (PPGCP/USP)</span><br />
<span style=""background-color:transparent; color:rgb(0, 0, 0); font-family:helvetica neue; font-size:11pt"">Gabrielly Oliveira - graduanda em Ciências Sociais (USP)</span><br />
<span style=""background-color:transparent; color:rgb(0, 0, 0); font-family:helvetica neue; font-size:11pt"">Max Luiz Gimenes - mestrando em Sociologia (PPGS/USP)<br />
​</span><span style=""background-color:transparent; color:rgb(0, 0, 0); font-family:helvetica neue; font-size:11pt"">Rachel Louise Eckert - graduada em Filosofia (USP)</span></p>
","http://www.filosofia.fflch.usp.br/sites/filosofia.fflch.usp.br/files/eventos/2017/2017_edital_ii_encontro_teoria_critica.pdf",""
"858","The Banality of Eidos in Plato","1","26/04/2017 - 10:00","26/04/2017 - 10:00","","","Dia 26 de abril de 2017 às10h","Prof. Dr. Francisco Gonzalez (Univ. Ottawa)
","","","Prof. Dr. Roberto Bolzani Filho","","","Sala 008","https://www.google.com.br/maps/place/Pr%C3%A9dio+da+FFLCH+da+USP/@-23.5617891,-46.7273207,17z/data=!4m13!1m7!3m6!1s0x0:0x0!2zMjPCsDMzJzQyLjUiUyA0NsKwNDMnMzAuNSJX!3b1!8m2!3d-23.561794!4d-46.725132!3m4!1s0x0000000000000000:0x2e73e81e1290c8f9!8m2!3d-23.5621629!4d-46.7249226?hl=pt-br","Conjunto Didático de Filosofia e Ciências Sociais, Av. Prof. Luciano Gualberto, 315 - Cidade Universitária, São Paulo - SP","","http://www.filosofia.fflch.usp.br/sites/filosofia.fflch.usp.br/files/eventos/2017/2017_banality_of_eidos.pdf","http://www.filosofia.fflch.usp.br/sites/filosofia.fflch.usp.br/files/eventos/2017/2017_banality_of_eidos.jpg"
"849","Principios-guía y leyes especiales: una distinción crucial  (aunque necesitada de elucidación)","1","13/04/2017 - 09:30","13/04/2017 - 09:30","","","Dia 13 de abril de 2017 às 9h30","Prof. Dr. Jose Antonio Díez 
(Departament de Lògica, Història i Filosofia de la Ciència - Universitat de Barcelona)","","<p><strong>Resumen:</strong><span style=""background-color:rgba(255, 255, 255, 0.952941); color:rgb(54, 49, 45); font-family:enriqueta,georgia,serif; font-size:15px""> </span><em>En esta charla (i) presento la distinción, característica de las teorías unificadas, entre principios guía y leyes especiales, (ii) la ejemplifico con casos de la física y la biología, (iii) muestro su utilidad para abordar algunos problemas tanto de filosofía general como </em><em>especial de la ciencia, y </em><em>(iv) identifico el origen de su difícil elucidación.</em></p>
","Prof. Dr. Valter Alnis Bezerra, Grupo de estudos ""Metateoria Estruturalista e Filosofia da Ciência"" (DF-FFLCH-USP) e Projeto de pesquisa ""Estilos de Raciocínio Científico"" (IEA-USP/CNPq)","","","Sala 014","https://www.google.com.br/maps/place/Pr%C3%A9dio+da+FFLCH+da+USP/@-23.5617891,-46.7273207,17z/data=!4m13!1m7!3m6!1s0x0:0x0!2zMjPCsDMzJzQyLjUiUyA0NsKwNDMnMzAuNSJX!3b1!8m2!3d-23.561794!4d-46.725132!3m4!1s0x0000000000000000:0x2e73e81e1290c8f9!8m2!3d-23.5621629!4d-46.7249226?hl=pt-br","Conjunto Didático de Filosofia e Ciências Sociais, Av. Prof. Luciano Gualberto, 315 - Cidade Universitária, São Paulo - SP","","http://www.filosofia.fflch.usp.br/sites/filosofia.fflch.usp.br/files/eventos/2017/2017_principios_guia.pdf","http://www.filosofia.fflch.usp.br/sites/filosofia.fflch.usp.br/files/eventos/2017/2017_principios_guia.jpg"
"848","A justiça e o bem em Platão","1","24/04/2017 - 18:00","24/04/2017 - 18:00","","","Dia 24 de abril de 2017 ás 18h","Franco Trabattoni (Univ. de Milão)","","","Roberto Bolzani Filho","","","Sala 008","https://www.google.com.br/maps/place/Pr%C3%A9dio+da+FFLCH+da+USP/@-23.5617891,-46.7273207,17z/data=!4m13!1m7!3m6!1s0x0:0x0!2zMjPCsDMzJzQyLjUiUyA0NsKwNDMnMzAuNSJX!3b1!8m2!3d-23.561794!4d-46.725132!3m4!1s0x0000000000000000:0x2e73e81e1290c8f9!8m2!3d-23.5621629!4d-46.7249226?hl=pt-br","Conjunto Didático de Filosofia e Ciências Sociais, Av. Prof. Luciano Gualberto, 315 - Cidade Universitária, São Paulo - SP","","http://www.filosofia.fflch.usp.br/sites/filosofia.fflch.usp.br/files/eventos/2017/2017_justica_bem_platao.pdf","http://www.filosofia.fflch.usp.br/sites/filosofia.fflch.usp.br/files/eventos/2017/2017_justica_bem_platao.jpg"
"839","Simpósio sobre as confissões de agostinho","2","","","27/04/2017","27/04/2017","Quinta-feira, 27 de Abril às 9h","","1","","","http://www.livrariacultura.com.br/loja/livraria-cultura-conjunto-nacional-2000003/evento/lancamento-da-traducao-das-confissoes-de-sto-agostinho-pelo-prof-dr-lorenzo-mammi-6010397","","","https://www.google.com.br/maps/place/Pr%C3%A9dio+da+FFLCH+da+USP/@-23.5617891,-46.7273207,17z/data=!4m13!1m7!3m6!1s0x0:0x0!2zMjPCsDMzJzQyLjUiUyA0NsKwNDMnMzAuNSJX!3b1!8m2!3d-23.561794!4d-46.725132!3m4!1s0x0000000000000000:0x2e73e81e1290c8f9!8m2!3d-23.5621629!4d-46.7249226?hl=pt-br","Teatro Eva Herz - São Paulo LIVRARIA CULTURA - CONJUNTO NACIONAL Cidade: São Paulo - SP","<p><strong> Lançamento da tradução pelo Prof. Dr. Lorenzo Mammì</strong></p>

<p><br />
<strong>09 às 11h00 – <em>As </em>Confissões<em>: leituras e debates</em></strong></p>

<p>FABRÍCIO KLAIN CRISTOFOLETTI (<em>Pos-Doc USP</em>)<br />
ROBERTO CARLOS PIGNATARI (<em>Doutorando USP</em>)<br />
JULIA MAIA PEIXOTO CAMARGO (<em>Mestranda USP</em>)                                   </p>

<p><strong>14 às 16h00 – <em>Agostinho: crer e confessar</em></strong></p>

<p>Profa. Dra. CRISTIANE ABBUD AYOUB (<em>UFABC/USP</em>)<br />
Prof. Dr. PELAYO MORENO PALÁCIOS (<em>CEA/USP</em>)</p>

<p><strong>16 às 18h00 - <em>Confissões: tradução e releituras</em></strong></p>

<p>Prof. Dr. LORENZO MAMMÌ (<em>USP</em>)<br />
Prof. Dr. MOACYR AYRES NOVAES FILHO (<em>USP</em>)</p>
","http://www.filosofia.fflch.usp.br/sites/filosofia.fflch.usp.br/files/eventos/externo/2017_confissoes_de_santo_agostinho_cultura.jpg","http://www.filosofia.fflch.usp.br/sites/filosofia.fflch.usp.br/files/eventos/externo/2017_confissoes_de_santo_agostinho_cultura.jpg"
"836","Michel Foucault, herdeiro da Teoria Crítica?","1","07/04/2017 - 15:00","07/04/2017 - 15:00","","","Dia 07 de abril de 2017 às 15h","","","","Ricardo Ribeiro Terra e Fernando Araújo Del Lama","","","Sala 008","https://www.google.com.br/maps/place/Pr%C3%A9dio+da+FFLCH+da+USP/@-23.5617891,-46.7273207,17z/data=!4m13!1m7!3m6!1s0x0:0x0!2zMjPCsDMzJzQyLjUiUyA0NsKwNDMnMzAuNSJX!3b1!8m2!3d-23.561794!4d-46.725132!3m4!1s0x0000000000000000:0x2e73e81e1290c8f9!8m2!3d-23.5621629!4d-46.7249226?hl=pt-br","Conjunto Didático de Filosofia e Ciências Sociais, Av. Prof. Luciano Gualberto, 315 - Cidade Universitária, São Paulo - SP","","http://www.filosofia.fflch.usp.br/sites/filosofia.fflch.usp.br/files/eventos/2017/2017_foulcault_herdeiro_da_teoria_critica.pdf","http://www.filosofia.fflch.usp.br/sites/filosofia.fflch.usp.br/files/eventos/2017/2017_foulcault_herdeiro_da_teoria_critica.jpg"
"835","Colóquio Locke e Sidney","1","05/04/2017 - 19:00","07/04/2017 - 12:30","","","Dias 05, 06 e 07 de abril 2017 ","","1","<p><strong>Participações:</strong></p>

<p>Prof. Dr. Alberto Ribeiro Gonçalves de Barros (USP)<br />
Prof. Dr. Christian Lindberg (UFS)<br />
Prof. Dr. Christopher Hamel (Université de Rouen Normandie)<br />
Prof. Dr. Jean-Fabien Spitz (Université de Paris I Panthéon Sorbonne)<br />
Prof. Dr. Saulo Henrique Souza Silva (UFS),<br />
dentre outros.</p>
","Prof. Dr. Alberto R. G. de Barros","","","","https://www.google.com.br/maps/place/Pr%C3%A9dio+da+FFLCH+da+USP/@-23.5617891,-46.7273207,17z/data=!4m13!1m7!3m6!1s0x0:0x0!2zMjPCsDMzJzQyLjUiUyA0NsKwNDMnMzAuNSJX!3b1!8m2!3d-23.561794!4d-46.725132!3m4!1s0x0000000000000000:0x2e73e81e1290c8f9!8m2!3d-23.5621629!4d-46.7249226?hl=pt-br","Conjunto Didático de Filosofia e Ciências Sociais, Av. Prof. Luciano Gualberto, 315 - Cidade Universitária, São Paulo - SP","<p><strong>05/04 </strong></p>

<p><strong>19 h. Conferência - Sala 14</strong><br />
Prof. Dr. Jean-Fabien Spitz (Université de Paris I Panthéon Sorbonne) - <em>Locke et l’appropriation privée. A quelles conditions le droit d'exclure peut-il être justifié?</em><br />
<br />
 </p>

<p><strong>06/04 </strong><br />
<strong>14-16 h. Mesa I - Sala 115</strong><br />
Prof. Dr. Sílvio Gabriel Serrano Nunes (UNINOVE) – <em>John Locke e as Teorias do Direito de Resistência de Matriz Luterana</em><br />
Prof. Dr. Alberto Ribeiro Gonçalves de Barros (USP) – <em>Sidney e o Direito de Resistência</em></p>

<p><br />
<strong>16:30-18 h. Mesa ll - Sala 115</strong><br />
Prof. Dr. Saulo Henrique Souza Silva (UFS) – <em>Antropologia Histórica e Diversidade dos Povos em Locke</em><br />
Prof. Dr. Christian Lindberg (UFS) – <em>Locke e o Direito dos Pobres</em><br />
 </p>

<p><strong>19 h. Conferência - Sala 14 </strong><br />
Prof. Dr. Christopher Hamel (Université de Rouen Normandie) – <em>Le concept de la liberté et ses implicat¡ons politiques. Remarques sur Sidney, Locke et la tradition républicaine </em><br />
<br />
<strong>07/04 </strong><br />
<strong>9-10:30 h. Mesa lll - Sala 115</strong><br />
Flavio Fontenelle Loque (Doutorando UFMG) – <em>Notas sobre a controvérsia entre Locke e Proast</em></p>

<p>Ronaldo Tadeu de Souza (Doutorando USP) - <em>Três Ensaios sobre Locke (Leo Strauss, C. B. Macpherson e James Tully): ou reconstruindo o sujeito liberal.</em><br />
 </p>

<p><strong>11-12:3O h. Mesa lV - Sala 115</strong><br />
Rodrigo Ribeiro de Sousa (Doutor USP) - <em>Emancipação do indivíduo e cidadania: elementos da liberdade republicana em John Locke</em><br />
Alessandra Tsuji (Mestranda USP) - <em>O consentimento no ""Segundo Tratado sobre o </em></p>
","http://www.filosofia.fflch.usp.br/sites/filosofia.fflch.usp.br/files/eventos/2017/2017_coloquio_locke_sidney.pdf, http://www.filosofia.fflch.usp.br/sites/filosofia.fflch.usp.br/files/eventos/2017/2017_coloquio_locke_sidney_programa.pdf","http://www.filosofia.fflch.usp.br/sites/filosofia.fflch.usp.br/files/eventos/2017/2017_coloquio_locke_sidney.jpg, http://www.filosofia.fflch.usp.br/sites/filosofia.fflch.usp.br/files/eventos/2017/2017_coloquio_locke_sidney_programa.jpg"
"832","Workshop: Introdução ao Estudo de Filosofia na Graduação","1","30/03/2017 - 18:00","30/03/2017 - 18:00","","","Dias 30 de março, 06, 20 e 27 de abril de 2017","","1","","","","","Sala 111","https://www.google.com.br/maps/place/Pr%C3%A9dio+da+FFLCH+da+USP/@-23.5617891,-46.7273207,17z/data=!4m13!1m7!3m6!1s0x0:0x0!2zMjPCsDMzJzQyLjUiUyA0NsKwNDMnMzAuNSJX!3b1!8m2!3d-23.561794!4d-46.725132!3m4!1s0x0000000000000000:0x2e73e81e1290c8f9!8m2!3d-23.5621629!4d-46.7249226?hl=pt-br","Conjunto Didático de Filosofia e Ciências Sociais, Av. Prof. Luciano Gualberto, 315 - Cidade Universitária, São Paulo - SP","<p><strong>Expositores:</strong><br />
Jeferson dos Santos, Frederico Martins, Guilherme Diniz, Yasmin Imoye, Orlando Pimentel e Victor Moraes.</p>

<p>O objetivo do workshop é apresentar aos ingressantes algumas orientações e técnicas bastante elementares para otimizar o aproveitamento da graduação, oferecendo ferramentas básicas para o estudo.</p>

<p><strong>Público alvo:</strong> ingressantes da graduação em Filosofia</p>

<p><strong>30/03:</strong> <em>Apresentação do workshop e organização do estudo</em><br />
<strong>06/04:</strong> <em>Leitura no contexto acadêmico e técnicas de fichamento</em><br />
<strong>20/04:</strong> <em>Escrita no contexto acadêmico e formas de avaliação na graduação</em><br />
<strong>27/04:</strong> <em>Normatização e conclusão do workshop</em></p>
","http://www.filosofia.fflch.usp.br/sites/filosofia.fflch.usp.br/files/eventos/2017/2017_workshop_introducao_filosofia.pdf","http://www.filosofia.fflch.usp.br/sites/filosofia.fflch.usp.br/files/eventos/2017/2017_workshop_introducao_filosofia.jpg"
"830","Iª Jornada Michel Foucault: Foucault Filósofo","1","18/04/2017 - 14:00","19/04/2017 - 14:00","","","Dias 18 e 19 de abril de 2017 a partir das 14h","","1","","","","","Sala 014","https://www.google.com.br/maps/place/Pr%C3%A9dio+da+FFLCH+da+USP/@-23.5617891,-46.7273207,17z/data=!4m13!1m7!3m6!1s0x0:0x0!2zMjPCsDMzJzQyLjUiUyA0NsKwNDMnMzAuNSJX!3b1!8m2!3d-23.561794!4d-46.725132!3m4!1s0x0000000000000000:0x2e73e81e1290c8f9!8m2!3d-23.5621629!4d-46.7249226?hl=pt-br","Conjunto Didático de Filosofia e Ciências Sociais, Av. Prof. Luciano Gualberto, 315 - Cidade Universitária, São Paulo - SP","","http://www.filosofia.fflch.usp.br/sites/filosofia.fflch.usp.br/files/eventos/2017/2017_foucault_filosofo.pdf","http://www.filosofia.fflch.usp.br/sites/filosofia.fflch.usp.br/files/eventos/2017/2017_foucault_filosofo.jpg"
"827","Encontro: Fundar a República: o conceito e a prática ","1","18/04/2017 - 14:00","19/04/2017 - 10:00","","","Dias 18 e 19 de abril de 2017","","1","","","","","Sala 106B","https://www.google.com.br/maps/place/Pr%C3%A9dio+da+FFLCH+da+USP/@-23.5617891,-46.7273207,17z/data=!4m13!1m7!3m6!1s0x0:0x0!2zMjPCsDMzJzQyLjUiUyA0NsKwNDMnMzAuNSJX!3b1!8m2!3d-23.561794!4d-46.725132!3m4!1s0x0000000000000000:0x2e73e81e1290c8f9!8m2!3d-23.5621629!4d-46.7249226?hl=pt-br","Conjunto Didático de Filosofia e Ciências Sociais, Av. Prof. Luciano Gualberto, 315 - Cidade Universitária, São Paulo - SP","<p><strong>18/04 - 14h<br />
Mesa 1</strong></p>

<p>Mediador: Alberto Barros (USP)<br />
Expositor: Newton Bignotto (UFMG)<br />
Debatedor: Marcelo Jasmin (PUC-Rio)<br />
Comentadores: Carlo Gabriel Pancera (UFMG), Cícero Araújo (USP), Helton Adverse (UFMG), Milton Meira (USP) e Maria das Graças de Souza (USP)</p>

<p><strong>19/04 - 10h<br />
Mesa 2</strong></p>

<p>Mediador: Sérgio Cardoso (USP)<br />
Expositor: Heloísa Starling (UFMG)<br />
Debatedor: Lilia Schwarcz (USP)<br />
Comentadores:Helton Adverse (UFMG), Carlo Gabriel Pancera(UFMG), Marilena Chaui (USP), Milton Meira (USP) e Maria das Graças de Souza (USP) </p>
","http://www.filosofia.fflch.usp.br/sites/filosofia.fflch.usp.br/files/eventos/2017/2017_fundar_a_republica.pdf","http://www.filosofia.fflch.usp.br/sites/filosofia.fflch.usp.br/files/eventos/2017/2017_fundar_a_republica.jpg"
"826","Los enigmas Del mapa de Waldseemüller de 1507, La conceptualización de América y su relación com El copernicanismo","1","31/03/2017 - 18:00","31/03/2017 - 18:00","","","Dia 31/04, sexta-feira, às 18h","Professor Dr. Marcelo Leonardo Levinas(UBA).","","","","","","Sala 111","https://www.google.com.br/maps/place/Pr%C3%A9dio+da+FFLCH+da+USP/@-23.5617891,-46.7273207,17z/data=!4m13!1m7!3m6!1s0x0:0x0!2zMjPCsDMzJzQyLjUiUyA0NsKwNDMnMzAuNSJX!3b1!8m2!3d-23.561794!4d-46.725132!3m4!1s0x0000000000000000:0x2e73e81e1290c8f9!8m2!3d-23.5621629!4d-46.7249226?hl=pt-br","Conjunto Didático de Filosofia e Ciências Sociais, Av. Prof. Luciano Gualberto, 315 - Cidade Universitária, São Paulo - SP","","http://www.filosofia.fflch.usp.br/sites/filosofia.fflch.usp.br/files/eventos/2017/2017_levinas_atividade.jpg","http://www.filosofia.fflch.usp.br/sites/filosofia.fflch.usp.br/files/eventos/2017/2017_levinas_atividade.jpg"
