"nid","title","field_objetivo_|value","field_objetivo_|format"
2176,"Curso Preparatório para o TOEFL","<p class=""rtejustify""><span style=""color:#006699;""><strong><span style=""font-size:16px;""><span style=""font-family:arial,helvetica,sans-serif;"">PÚBLICO ALVO:</span></span></strong></span></p>
<p class=""rtejustify rteindent1""><span style=""font-size: 14px; font-family: arial, helvetica, sans-serif;"">Público USP em geral (alunos de graduação e pós-</span><span style=""font-family: arial, helvetica, sans-serif; font-size: 14px;"">graduação, funcionários e docentes).</span></p>
<p class=""rtejustify""> </p>
<p class=""rtejustify""><span style=""color:#006699;""><strong><span style=""font-size:16px;""><span style=""font-family: arial,helvetica,sans-serif;"">OBJETIVO<span style=""font-weight: bold;"">: </span></span></span></strong></span></p>
<p class=""rtejustify rteindent1""><span style=""font-size:14px;""><span style=""font-family: arial, helvetica, sans-serif;"">Desenvolver as habilidades e os conhecimentos exigidos no </span></span><span style=""font-family: arial, helvetica, sans-serif; font-size: 14px;"">exame TOEFL-Test of English as a Foreign Language </span><span style=""font-family: arial, helvetica, sans-serif; font-size: 14px;"">(compreensão e produção oral, compreensão e produção </span><span style=""font-family: arial, helvetica, sans-serif; font-size: 14px;"">escrita), no formato iBT (internet-based test). </span><span style=""font-family: arial, helvetica, sans-serif; font-size: 14px;"">Observação: Este curso não prepara para o exame TOEFL </span><span style=""font-family: arial, helvetica, sans-serif; font-size: 14px;"">ITP (Programa Idiomas sem Fronteiras).</span></p>
<p class=""rtejustify""> </p>
<p class=""rtejustify""><span style=""font-family: arial, helvetica, sans-serif; font-size: 14px; color: rgb(0, 102, 153);""><strong><span style=""font-size:16px;"">PROGRAMA:</span></strong></span></p>
<p class=""rtejustify rteindent1""><a href=""http://clinguas.fflch.usp.br/node/2177""><strong><span style=""font-size:14px;""><span style=""font-family: arial, helvetica, sans-serif; color: rgb(0, 102, 153);"">Programa - Preparatório para TOEFL</span></span></strong></a></p>","full_html"
2178,"Formação didática para professores  de línguas estrangeiras - Competência orais em línguas estrangeiras - módulo 1","<p class=""rtejustify""><span style=""font-size:16px;""><strong><span style=""color:#006699;""><span style=""font-family:arial,helvetica,sans-serif;"">Tema: </span></span></strong></span><span style=""color:#000000;""><span style=""font-size:14px;""><span style=""font-family:arial,helvetica,sans-serif;"">Competências orais em línguas estrangeiras: compreensão e produção na sala de aula.</span></span></span></p>
<p class=""rtejustify""> </p>
<p class=""rtejustify""><span style=""color:#006699;""><span style=""font-size: 14px; ""><span style=""font-family: arial, helvetica, sans-serif; ""><strong><span style=""font-size: 16px; "">Público Alvo:</span></strong></span></span></span><span style=""color:#000000;""><span style=""font-size: 14px; ""><span style=""font-family: arial, helvetica, sans-serif; ""><strong><span style=""font-size: 16px; ""> </span></strong></span></span><span style=""font-family: arial, helvetica, sans-serif; font-size: 14px;"">Professores de Centros de Línguas do Estado de São Paulo; professores da rede pública e privada; estudantes de graduação e pós-graduação em Letras</span></span></p>
<p class=""rtejustify""> </p>
<p class=""rtejustify""><span style=""color:#006699;""><span style=""font-size: 14px; ""><span style=""font-family: arial, helvetica, sans-serif; ""><span style=""font-size: 16px; ""><strong>Objetivo</strong></span><span style=""font-weight: bold; ""><span style=""font-size: 16px; "">:</span><strong> </strong></span></span></span></span><span style=""color:#000000;""><span style=""font-family: arial, helvetica, sans-serif; font-size: 14px;"">Refletir sobre as questões didático-metodológicas relacionadas ao ensino de línguas estrangeiras em diferentes contextos; formar professores de línguas estrangeiras  na perspectiva crítico-reflexiva de sua prática profissional; desenvolver atividades práticas relacionadas aos diferentes contextos de ensino e aprendizagem de línguas estrangeiras.</span></span></p>
<p class=""rtejustify""> </p>
<p class=""rtejustify""><span style=""color:#006699;""><span style=""font-family: arial, helvetica, sans-serif; font-size: 14px; ""><span style=""font-size: 16px; ""><strong>Carga horária:</strong></span></span></span><span style=""color:#000000;""><span style=""font-family: arial, helvetica, sans-serif; font-size: 14px; ""> 20 horas</span></span></p>
<p class=""rtejustify""> </p>","full_html"
2180,"Curso de Francês para internacionalização - Relações internacionais - Módulo 1","<p class=""rtejustify""><span style=""color:#006699;""><span style=""font-size: 16px; ""><span style=""font-family: arial, helvetica, sans-serif; ""><strong>Público Alvo: </strong></span></span></span><span style=""color:#000000;""><span style=""font-size: 16px;""><span style=""font-size: 14px;""><span style=""font-family: arial,helvetica,sans-serif;"">exclusivo para alunos de graduação e pós-graduação da Escola Politécnica da USP.</span></span></span></span></p>
<p> </p>
<p class=""rtejustify""><span style=""color:#006699;""><span style=""font-size: 16px; ""><span style=""font-family: arial, helvetica, sans-serif; ""> </span></span></span></p>","full_html"
2185,"Curso de Francês para Internacionalização – Poli – módulo 2","<p class=""rtejustify""> </p>
<p class=""rtejustify""><span style=""color:#006699;""><span style=""font-size: 16px; ""><span style=""font-family: arial, helvetica, sans-serif; ""><strong>Público Alvo: </strong></span></span></span><span style=""color:#000000;""><span style=""font-size:14px;""><span style=""font-family: arial, helvetica, sans-serif;"">exclusivo para alunos de graduação e pós-graduação da Escola Politécnica da USP </span></span><span style=""font-family: arial, helvetica, sans-serif; font-size: 14px;"">que tenham cursado o módulo 1 ou que tenham nível compatível</span></span></p>
<p> </p>","full_html"
2186,"Curso de Francês para Internacionalização – Poli – módulo 3","<p class=""rtejustify""> </p>
<p class=""rtejustify""><span style=""color:#006699;""><span style=""font-size: 16px; ""><span style=""font-family: arial, helvetica, sans-serif; ""><strong>Público Alvo:</strong></span></span></span><span style=""color:#000000;""><span style=""font-size: 16px; ""><span style=""font-family: arial, helvetica, sans-serif; ""><strong> </strong></span></span></span><span style=""color:#000000;""><span style=""font-size:14px;""><span style=""font-family: arial, helvetica, sans-serif;"">exclusivo para alunos de graduação e pós-graduação da Escola Politécnica da USP</span></span><span style=""font-family: arial, helvetica, sans-serif; font-size: 14px;""> que tenham cursado o módulo 2 ou que tenham nível compatível.</span></span></p>
<p> </p>","full_html"
2187,"Curso de Francês para Internacionalização – Relações Internacionais – módulo 3","<p class=""rtejustify""> </p>
<p class=""rtejustify""><span style=""color:#006699;""><span style=""font-size: 16px; ""><span style=""font-family: arial, helvetica, sans-serif; ""><strong>Público Alvo: </strong></span></span></span><span style=""color:#000000;""><span style=""font-family: arial, helvetica, sans-serif; font-size: 14px;"">alunos de graduação do Instituto de Relações Internacionais da USP aprovados no módulo 2 ou que tenham teste de nível compatível.</span></span></p>","full_html"
2200,"Curso de Francês para Internacionalização – Poli – Mobilité","<p class=""rtejustify""> </p>
<p class=""rtejustify""><span style=""color:#006699;""><span style=""font-size: 16px; ""><span style=""font-family: arial, helvetica, sans-serif; ""><strong>Público Alvo: </strong></span></span></span><span style=""color:#000000;""><span style=""font-size:14px;""><span style=""font-family: arial, helvetica, sans-serif;"">exclusivo para alunos de graduação e pós-graduação da Escola Politécnica da USP.</span></span></span></p>
<p> </p>","full_html"
2203,"Curso Preparatório para o DELF (CURSO CANCELADO)","<p class=""rtejustify""><strong><span style=""color:#ff0000;"">CURSO CANCELADO</span></strong></p>
<p class=""rtejustify""><span style=""color:#006699;""><span style=""font-size: 16px; ""><span style=""font-family: arial, helvetica, sans-serif; ""><strong>Público Alvo: </strong></span></span></span><span style=""color:#000000;""><span style=""font-size:14px;""><span style=""font-family: arial, helvetica, sans-serif;"">comunidade USP e Público Externo.</span></span></span></p>
<p> </p>","full_html"
2216,"Inglês para Escrita Acadêmica - Ciências Biológicas","<p><span style=""color:#006699;""><span style=""font-size:16px;""><span style=""font-family:arial,helvetica,sans-serif;""><strong>PÚBLICO ALVO:</strong></span></span></span></p>
<p class=""rteindent1""><span style=""font-size:14px;""><span style=""color:#000000;""><span style=""font-family: arial, helvetica, sans-serif;"">Alunos da graduação e pós-­graduação nas Ciências Biológicas e áreas afins</span></span><span style=""color:#006699;""><span style=""font-family: arial, helvetica, sans-serif;"">.</span></span></span></p>
<p> </p>
<p><span style=""color:#006699;""><span style=""font-size:16px;""><span style=""font-family:arial,helvetica,sans-serif;""><strong style=""font-size: 16px;"">OBJETIVOS:</strong></span></span></span></p>
<ul>
<li>
		<span style=""font-size:14px;""><span style=""color:#000000;""><span style=""font-family:arial,helvetica,sans-serif;"">Conhecer estruturas apropriadas no texto acadêmico;</span></span></span></li>
<li>
		<span style=""font-size:14px;""><span style=""color:#000000;""><span style=""font-family:arial,helvetica,sans-serif;"">Revisar estruturas gramaticais fundamentais para a escrita </span><span style=""font-family: arial, helvetica, sans-serif;"">acadêmica; </span></span></span></li>
<li>
		<span style=""font-size:14px;""><span style=""color:#000000;""><span style=""font-family: arial, helvetica, sans-serif;"">Editar o próprio texto.</span></span></span></li>
</ul>
<p> </p>
<div>
	<span style=""color:#006699;""><strong><span style=""font-size:16px;""><span style=""font-family:arial,helvetica,sans-serif;"">PROGRAMA:</span></span></strong></span></div>
<p class=""rteindent1""><span style=""font-size:14px;""><span style=""font-family:arial,helvetica,sans-serif;""><strong><a href=""http://clinguas.fflch.usp.br/node/1820""><span style=""color:#006699;"">Inglês para Escrita Acadêmica - Ciências Biológicas</span></a></strong></span></span></p>","full_html"
2217,"Inglês para Escrita Acadêmica","<p><span style=""color:#006699;""><strong><span style=""font-size:16px;""><span style=""font-family:arial,helvetica,sans-serif;"">PÚBLICO ALVO:</span></span></strong></span></p>
<p class=""rteindent1""><span style=""color:#000000;""><span style=""font-size: 14px;""><span style=""font-family: arial,helvetica,sans-serif;"">Alunos de pós-graduação e docentes USP.</span></span></span></p>
<p> </p>
<p><span style=""color:#006699;""><span style=""font-size:16px;""><span style=""font-family:arial,helvetica,sans-serif;""><strong>OBJETIVO:</strong></span></span></span></p>
<p class=""rtejustify rteindent1""><span style=""color:#000000;""><span style=""font-size: 14px;""><span style=""font-family: arial,helvetica,sans-serif;"">Escrever textos acadêmicos e aprimorar o conhecimento de gramática e vocabulário em inglês relacionado a textos acadêmicos.</span></span></span></p>
<p class=""rtejustify rteindent1""> </p>
<p><span style=""color:#006699;""><span style=""font-size:16px;""><strong><span style=""font-family:arial,helvetica,sans-serif;"">PROGRAMA:</span></strong></span></span></p>
<p class=""rteindent1""><strong><span style=""font-size:14px;""><span style=""font-family:arial,helvetica,sans-serif;""><a href=""http://clinguas.fflch.usp.br/node/1822""><span style=""color:#006699;"">Inglês para Escrita Acadêmica</span></a></span></span></strong></p>","full_html"
2219,"Capacitação de Graduandos e Graduados em Letras para Edição de Textos Acadêmicos em Português Língua Materna (CEPLM): curso de férias","<p><span style=""font-size:14px;""><span style=""color:#006699;""><span style=""font-family:arial,helvetica,sans-serif;""><strong>Público Alvo</strong></span></span></span></p>
<p class=""rteindent1""><span style=""font-size:14px;""><span style=""font-family:arial,helvetica,sans-serif;"">Graduados ou graduandos em Letras (bacharelado e/ou licenciatura) da comunidade USP ou do público</span></span></p>
<p><span style=""font-size:14px;""><span style=""font-family:arial,helvetica,sans-serif;"">externo.</span></span></p>
<p><span style=""font-size:14px;""><span style=""color:#006699;""><span style=""font-family:arial,helvetica,sans-serif;""><strong>Objetivos</strong></span></span></span></p>
<p class=""rteindent1""><span style=""font-family: arial, helvetica, sans-serif; font-size: 14px;"">Orientar os participantes na edição de textos acadêmicos produzidos por estudantes de pós-graduação</span><span style=""font-size:14px;""><span style=""font-family:arial,helvetica,sans-serif;"">.</span></span></p>
<p><span style=""font-size:14px;""><strong style=""color: rgb(0, 102, 153); font-size: 16px;""><span style=""font-family: arial, helvetica, sans-serif;"">Carga Horária</span></strong></span></p>
<p class=""rteindent1""><span style=""font-size:14px;""><span style=""font-family:arial,helvetica,sans-serif;"">18 horas.</span></span></p>
<p><span style=""font-size:14px;""><span style=""color:#006699;""><strong><span style=""font-family:arial,helvetica,sans-serif;"">Programa: <a href=""http://clinguas.fflch.usp.br/node/2220"">clique aqui </a></span></strong></span></span></p>","full_html"
2221,"Capacitação de graduandos e graduados de Letras para Ensino de PLE (semestral)","<p><span style=""font-size:14px;""><span style=""color:#006699;""><span style=""font-family:arial,helvetica,sans-serif;""><strong>Público Alvo</strong></span></span></span></p>
<p class=""rteindent1""><span style=""font-size:14px;""><span style=""font-family:arial,helvetica,sans-serif;"">Graduandos e graduados de Letras (bacharelado e/ou licenciatura) da comunidade USP ou do público</span></span></p>
<p><span style=""font-size:14px;""><span style=""font-family:arial,helvetica,sans-serif;"">externo.</span></span></p>
<p><span style=""font-size:14px;""><span style=""color:#006699;""><span style=""font-family:arial,helvetica,sans-serif;""><strong>Objetivos</strong></span></span></span></p>
<p class=""rteindent1""><span style=""font-family: arial, helvetica, sans-serif; font-size: 14px;"">Orientar </span><span style=""font-family: arial, helvetica, sans-serif; font-size: 14px;"">os participantes na preparação de aula e de material didático em cursos de PLE</span><span style=""font-size:14px;""><span style=""font-family:arial,helvetica,sans-serif;"">.</span></span></p>
<p><span style=""font-size:14px;""><strong style=""color: rgb(0, 102, 153); font-size: 16px;""><span style=""font-family: arial, helvetica, sans-serif;"">Carga Horária</span></strong></span></p>
<p class=""rteindent1""><span style=""font-size:14px;""><span style=""font-family:arial,helvetica,sans-serif;"">30 horas.</span></span></p>
<p><span style=""font-size:14px;""><span style=""color:#006699;""><strong><span style=""font-family:arial,helvetica,sans-serif;"">Programa: <a href=""http://clinguas.fflch.usp.br/node/2220"">clique aqui </a></span></strong></span></span></p>","full_html"
2222,"Formação didática para professores  de línguas estrangeiras - Tecnologia da Comunicação e Informação e ensino de línguas estrangeiras - módulo 2","<p class=""rtejustify""><span style=""font-size:16px;""><strong><span style=""color:#006699;""><span style=""font-family:arial,helvetica,sans-serif;"">Tema: </span></span></strong></span><span style=""color:#000000;""><span style=""font-family: arial, helvetica, sans-serif; font-size: 14px;"">Tecnologias e ensino/aprendizagem de línguas estrangeiras.</span></span></p>
<p class=""rtejustify""> </p>
<p class=""rtejustify""><span style=""color:#006699;""><span style=""font-size: 14px; ""><span style=""font-family: arial, helvetica, sans-serif; ""><strong><span style=""font-size: 16px; "">Público Alvo:</span></strong></span></span></span><span style=""color:#000000;""><span style=""font-size: 14px; ""><span style=""font-family: arial, helvetica, sans-serif; ""><strong><span style=""font-size: 16px; ""> </span></strong></span></span><span style=""font-family: arial, helvetica, sans-serif; font-size: 14px;"">Professores de Centros de Línguas do Estado de São Paulo; professores da rede pública e privada; estudantes de graduação e pós-graduação em Letras</span></span></p>
<p class=""rtejustify""> </p>
<p class=""rtejustify""><span style=""color:#006699;""><span style=""font-size: 14px; ""><span style=""font-family: arial, helvetica, sans-serif; ""><span style=""font-size: 16px; ""><strong>Objetivo</strong></span><span style=""font-weight: bold; ""><span style=""font-size: 16px; "">:</span><strong> </strong></span></span></span></span><span style=""color:#000000;""><span style=""font-family: arial, helvetica, sans-serif; font-size: 14px;"">Refletir sobre as questões didático-metodológicas relacionadas ao ensino de línguas estrangeiras em diferentes contextos; formar professores de línguas estrangeiras  na perspectiva crítico-reflexiva de sua prática profissional; desenvolver atividades práticas relacionadas aos diferentes contextos de ensino e aprendizagem de línguas estrangeiras.</span></span></p>
<p class=""rtejustify""> </p>
<p class=""rtejustify""><span style=""color:#006699;""><span style=""font-family: arial, helvetica, sans-serif; font-size: 14px; ""><span style=""font-size: 16px; ""><strong>Carga horária:</strong></span></span></span><span style=""color:#000000;""><span style=""font-family: arial, helvetica, sans-serif; font-size: 14px; ""> 20 horas</span></span></p>
<p class=""rtejustify""> </p>","full_html"
2234,"Curso Preparatório para o TOEFL iBT (internet-based test)","<p class=""rtejustify""><span style=""color:#006699;""><strong><span style=""font-size:16px;""><span style=""font-family:arial,helvetica,sans-serif;"">PÚBLICO ALVO:</span></span></strong></span></p>
<p class=""rtejustify""><span style=""color:#006699;""><strong><span style=""font-size:16px;""><span style=""font-family:arial,helvetica,sans-serif;"">         </span></span></strong></span><span style=""font-family: arial, helvetica, sans-serif; font-size: 14px;"">Público USP em geral (alunos de graduação e pós-graduação, funcionários e docentes).</span></p>
<p class=""rtejustify""> </p>
<p class=""rtejustify""><span style=""color:#006699;""><strong><span style=""font-size:16px;""><span style=""font-family: arial,helvetica,sans-serif;"">OBJETIVO<span style=""font-weight: bold;"">: </span></span></span></strong></span></p>
<p class=""rtejustify rteindent1""><span style=""font-size:14px;""><span style=""font-family: arial, helvetica, sans-serif;"">Desenvolver as habilidades e os conhecimentos exigidos no exame TOEFL-Test of English as a Foreign Language (compreensão e produção oral, compreensão e produção escrita), no formato iBT (internet-based test).<br />
	Observação: Este curso não prepara para o exame TOEFL ITP (Programa Idiomas sem Fronteiras).</span></span></p>
<p class=""rtejustify""> </p>
<p class=""rtejustify""><span style=""font-family: arial, helvetica, sans-serif; font-size: 14px; color: rgb(0, 102, 153);""><strong><span style=""font-size:16px;"">PROGRAMA:</span></strong></span></p>
<p class=""rtejustify rteindent1""><strong><a href=""http://clinguas.fflch.usp.br/node/2231""><span style=""font-size:14px;""><span style=""font-family: arial, helvetica, sans-serif; color: rgb(0, 102, 153);"">Programa - Preparatório para TOEFL iBT (internet-based test)</span></span></a></strong></p>","full_html"
2237,"Inglês para negócios (IRI) – módulo 1","<p class=""rtejustify""><span style=""color:#006699;""><strong><span style=""font-size:16px;""><span style=""font-family:arial,helvetica,sans-serif;"">PÚBLICO ALVO:</span></span></strong></span></p>
<p class=""rtejustify""><span style=""color:#006699;""><strong><span style=""font-size:16px;""><span style=""font-family:arial,helvetica,sans-serif;"">         </span></span></strong></span><span style=""font-family: arial, helvetica, sans-serif; font-size: 14px;"">1º) Prioritariamente, alunos de graduação e pós-graduação do IRI;</span></p>
<p><span style=""font-family: arial, helvetica, sans-serif; font-size: 14px;"">         2º) Demais membros do público USP em geral (alunos de graduação e pós-graduação de outras unidades,          funcionários e docentes).</span></p>
<p class=""rtejustify""> </p>
<p class=""rtejustify""><span style=""color:#006699;""><strong><span style=""font-size:16px;""><span style=""font-family: arial,helvetica,sans-serif;"">OBJETIVO<span style=""font-weight: bold;"">: </span></span></span></strong></span></p>
<p class=""rtejustify rteindent1""><span style=""font-size:14px;""><span style=""font-family: arial, helvetica, sans-serif;"">Desenvolver e aperfeiçoar o domínio da língua inglesa (compreensão/produção oral, compreensão/produção escrita), em nível intermediário a avançado, com foco em temas relacionados ao mundo dos negócios e ao ambiente de trabalho.</span></span></p>
<p class=""rtejustify""> </p>
<p class=""rtejustify""><span style=""font-family: arial, helvetica, sans-serif; font-size: 14px; color: rgb(0, 102, 153);""><strong><span style=""font-size:16px;"">PROGRAMA:</span></strong></span></p>
<p class=""rtejustify rteindent1""><a href=""http://clinguas.fflch.usp.br/node/2238""><strong><span style=""font-size:14px;""><span style=""font-family: arial, helvetica, sans-serif; color: rgb(0, 102, 153);"">Inglês para negócios (IRI) – módulo 1</span></span></strong></a></p>","full_html"
2242,"Inglês em Contexto Acadêmico","<p><span style=""color:#006699;""><span style=""font-family: arial, helvetica, sans-serif; text-align: justify; font-size: 16px;""><strong>PÚBLICO ALVO:</strong></span></span></p>
<p class=""rteindent1""><span style=""color:#000000;""><span style=""font-family: arial, helvetica, sans-serif; font-size: 14px; text-align: justify;"">Alunos da Pós­Graduação – USP.</span></span></p>
<p class=""rtejustify""> </p>
<p class=""rtejustify""><span style=""color:#006699;""><strong style=""font-family: arial, helvetica, sans-serif; font-size: 14px;""><span style=""font-size:16px;"">OBJETIVOS:</span></strong><span style=""font-family: arial, helvetica, sans-serif; font-size: 14px;""> </span></span></p>
<ol>
<li class=""rtejustify"">
<div>
			<span style=""color:#006699;""><span style=""font-family: arial, helvetica, sans-serif;""><span style=""font-size: 16px; font-weight: bold;"">Pós-Graduandos: </span></span></span><span style=""color:#000000;""><span style=""font-size: 14px; font-family: arial, helvetica, sans-serif;"">Praticar  as  quatro  habilidades  (ouvir,  falar,  ler  e  escrever)  em  nível </span><span style=""font-size: 14px; font-family: arial, helvetica, sans-serif;"">intermediário (usuário independente ­ Nível B1 de  acordo  com Quadro </span><span style=""font-size: 14px; font-family: arial, helvetica, sans-serif;"">Comum Europeu  de Referências  para  as  línguas)  de  língua  inglesa </span><span style=""font-size: 14px; font-family: arial, helvetica, sans-serif;"">em  registros  formais  para  eventos  comunicativos  orais  e  escritos  em </span><span style=""font-size: 14px; font-family: arial, helvetica, sans-serif;"">contextos acadêmicos. Objetivos Específicos a)  desenvolver  a  autonomia</span></span></div>
</li>
</ol>
<div>
	 </div>
<p><span style=""color:#006699;""><span style=""font-size:16px;""><span style=""font-family:arial,helvetica,sans-serif;""><strong>PROGRAMAS:</strong></span></span></span></p>
<ul>
<li>
		<a href=""http://clinguas.fflch.usp.br/node/2243""><span style=""color:#006699;""><strong><span style=""font-family:arial,helvetica,sans-serif;"">Programa - Inglês em Contexto Acadêmico</span></strong></span></a></li>
</ul>","full_html"
2244,"Inglês Acadêmico para graduandos USP","<p><span style=""color:#006699;""><span style=""font-family: arial, helvetica, sans-serif; text-align: justify; font-size: 16px;""><strong>PÚBLICO ALVO:</strong></span></span></p>
<p class=""rteindent1""><span style=""color:#000000;""><span style=""font-family: arial, helvetica, sans-serif; font-size: 14px; text-align: justify;"">Alunos da Graduação - USP</span></span></p>
<p class=""rtejustify""> </p>
<p class=""rtejustify""><span style=""color:#006699;""><strong style=""font-family: arial, helvetica, sans-serif; font-size: 14px;""><span style=""font-size:16px;"">OBJETIVOS:</span></strong><span style=""font-family: arial, helvetica, sans-serif; font-size: 14px;""> </span></span></p>
<div>
<p class=""rteindent1 rtejustify""><span style=""color:#000000;""><span style=""font-size:14px;""><span style=""font-family:arial,helvetica,sans-serif;"">desenvolver estratégias linguístico­-comunicativas em língua inglesa; </span></span><span style=""font-family: arial, helvetica, sans-serif; font-size: 14px;"">construir habilidades necessárias ao letramento acadêmico em inglês; </span><span style=""font-family: arial, helvetica, sans-serif; font-size: 14px;"">desenvolver a autonomia e a reflexão do aluno.</span></span></p>
<p class=""rteindent1 rtejustify""> </p>
</div>
<p><span style=""color:#006699;""><span style=""font-size:16px;""><span style=""font-family:arial,helvetica,sans-serif;""><strong>PROGRAMAS:</strong></span></span></span></p>
<ul>
<li>
		<a href=""http://clinguas.fflch.usp.br/node/2243""><span style=""color:#006699;""><strong><span style=""font-family:arial,helvetica,sans-serif;"">Inglês Acadêmico para graduandos USP</span></strong></span></a></li>
</ul>","full_html"
2408,"Curso de Francês para Internacionalização – Poli – módulo 1","<p class=""rtejustify""> </p>
<p class=""rtejustify""><span style=""color: rgb(0, 102, 153);""><span style=""font-size: 16px; ""><span style=""font-family: arial, helvetica, sans-serif; ""><strong>Público Alvo: </strong></span></span></span><span style=""font-size: 14px;""><span style=""font-family: arial, helvetica, sans-serif;"">alunos da Escola Politécnica (Poli-USP) que não tenham conhecimento em francês.</span></span></p>
<p class=""rtejustify""> </p>","full_html"
2411,"francês 1","<p class=""rtejustify""> </p>
<p class=""rtejustify""><span style=""color:#006699;""><span style=""font-family: arial, helvetica, sans-serif;""><strong>Público Alvo: </strong></span></span></p>
<p><span style=""color:#006699;"">xvxgvxg</span></p>","full_html"
2412,"Curso de Francês para Internacionalização – Poli – módulo 3","<p class=""rtejustify""> </p>
<p class=""rtejustify""><span style=""color:#006699;""><span style=""font-size: 16px; ""><span style=""font-family: arial, helvetica, sans-serif; ""><strong>Público Alvo:</strong></span></span></span><span style=""color:#000000;""><span style=""font-size: 16px; ""><span style=""font-family: arial, helvetica, sans-serif; ""><strong> </strong></span></span><span style=""font-family: arial, helvetica, sans-serif; font-size: 14px;"">alunos da Escola Politécnica (Poli-USP) que tenham cursado o módulo 2 ou que tenham nível compatível</span></span></p>
<p> </p>","full_html"
2413,"Curso de Francês para Internacionalização – Poli – Mobilité","<p class=""rtejustify""> </p>
<p class=""rtejustify""><span style=""color:#006699;""><span style=""font-size: 16px; ""><span style=""font-family: arial, helvetica, sans-serif; ""><strong>Público Alvo: </strong></span></span></span><span style=""color:#000000;""><span style=""font-family: arial, helvetica, sans-serif; font-size: 14px;"">alunos da Escola Politécnica (Poli-USP) que tenham cursado pelo menos o módulo 3 do CFI-Poli ou que tenham nível B1 de conhecimento na língua francesa, segundo o Quadro europeu comum de referência (QECR)</span></span></p>
<p> </p>","full_html"
2414,"Curso de Francês para Internacionalização – Relações Internacionais – módulo 4","<p class=""rtejustify""> </p>
<p class=""rtejustify""><span style=""color:#006699;""><span style=""font-size: 16px; ""><span style=""font-family: arial, helvetica, sans-serif; ""><strong>Público Alvo:</strong></span></span></span><span style=""color:#000000;""><span style=""font-size: 16px; ""><span style=""font-family: arial, helvetica, sans-serif; ""><strong> </strong></span></span></span><span style=""font-family:arial,helvetica,sans-serif;""><span style=""font-size:14px;"">alunos de graduação do Instituto de Relações Internacionais da USP aprovados no módulo 3 ou que tenham teste de nível compatível.</span></span></p>
<p class=""rtejustify""> </p>","full_html"
2415,"Francês acadêmico para a Matemática","<p class=""rtejustify""> </p>
<p class=""rtejustify""><span style=""color:#006699;""><span style=""font-size: 16px; ""><span style=""font-family: arial, helvetica, sans-serif; ""><strong>Público Alvo: </strong></span></span></span></p>","full_html"
2420,"Japonês Básico II - Natsu","<p class=""rtecenter""> </p>
<p class=""rtejustify""><span style=""font-size:16px;""><span style=""color:#006699;""><span style=""font-family: arial, helvetica, sans-serif""><strong>Objetivo:</strong></span></span></span></p>
<p class=""rtejustify""><span style=""font-size:14px;""><span style=""color:#000000;""><span style=""font-family:arial,helvetica,sans-serif;"">Trabalhar com as quatro habilidades linguísticas da língua japonesa; introduzir as estruturas frasais e apresentar logogramas.</span></span></span></p>","full_html"
2425,"Inglês para apresentações, conferências e produção escrita na área de Medicina Tropical","<p><span style=""color:#006699;""><strong><span style=""font-size:16px;""><span style=""font-family:arial,helvetica,sans-serif;"">PÚBLICO ALVO:</span></span></strong></span></p>
<p class=""rteindent1""><span style=""color:#000000;""><span style=""font-size: 14px;""><span style=""font-family: arial,helvetica,sans-serif;"">Pós-graduandos da área de Medicina Tropical</span></span></span></p>
<p> </p>
<p><span style=""color:#006699;""><span style=""font-size:16px;""><span style=""font-family:arial,helvetica,sans-serif;""><strong>OBJETIVO:</strong></span></span></span></p>
<p class=""rtejustify rteindent1""><span style=""font-size: 14px;""><span style=""font-family: arial,helvetica,sans-serif;"">Estimular os alunos a procurar formas de melhorar suas </span></span><span style=""font-family: arial, helvetica, sans-serif; font-size: 14px;"">habilidades orais e escritas na língua inglesa.</span></p>
<p class=""rtejustify rteindent1""> </p>
<p><span style=""color:#006699;""><span style=""font-size:16px;""><strong><span style=""font-family:arial,helvetica,sans-serif;"">PROGRAMA:</span></strong></span></span></p>
<p class=""rteindent1""><strong><span style=""font-size:14px;""><span style=""font-family:arial,helvetica,sans-serif;""><a href=""http://clinguas.fflch.usp.br/node/2426""><span style=""color:#006699;"">Inglês para apresentações, conferências e produção escrita na área de Medicina Tropical</span></a></span></span></strong></p>","full_html"
