especificação,nreferencia,numero,região,local,titulo,data,rolonum,Bobina,suporte,País,Sistema,Ano de Entrada,Origem,Nota,Acervo disponível,Acervo indisponível
Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra. Presídios e Colônias.,134,134,Centro-Oeste,Goiás,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra.,1857-1865,1,8,Microfilmes,Brasil,Neg,1971,Goiás,Secretaria de Estado dos Negócios da Guerra - Presídios e Colônias. Pac. 12: Presídio de Mont'Alegre. 9. Pessoal - Vários emprgados.,,X
Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra. Presídios e Colônias.,134,134,Centro-Oeste,Goiás,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra.,1857-1865,1,8,Microfilmes,Brasil,Neg,1971,Goiás,Secretaria de Estado dos Negócios da Guerra - Presídios e Colônias. Pac. 13: Presídio de Mont'Alegre. 1. Despesas.,,X
Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra. Presídios e Colônias.,134,134,Centro-Oeste,Goiás,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra.,1859-1865,1,8,Microfilmes,Brasil,Neg,1971,Goiás,Secretaria de Estado dos Negócios da Guerra - Presídios e Colônias. Pac. 13: Presídio de Mont'Alegre. 2. Destacamento.,,X
Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra. Presídios e Colônias.,134,134,Centro-Oeste,Goiás,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra.,1857-1864,1,8,Microfilmes,Brasil,Neg,1971,Goiás,Secretaria de Estado dos Negócios da Guerra - Presídios e Colônias. Pac. 13: Presídio de Mont'Alegre. 3. Material.,,X
Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra. Presídios e Colônias.,134,134,Centro-Oeste,Goiás,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra.,1858-1864,1,8,Microfilmes,Brasil,Neg,1971,Goiás,Secretaria de Estado dos Negócios da Guerra - Presídios e Colônias. Pac. 13: Presídio de Mont'Alegre. 4. Obras.,,X
Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra. Presídios e Colônias.,134,134,Centro-Oeste,Goiás,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra.,1858-1864,1,8,Microfilmes,Brasil,Neg,1971,Goiás,Secretaria de Estado dos Negócios da Guerra - Presídios e Colônias. Pac. 13: Presídio de Mont'Alegre. 5. Ordens e deliberações.,,X
Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra. Presídios e Colônias.,134,134,Centro-Oeste,Goiás,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra.,1857-1865,1,8,Microfilmes,Brasil,Neg,1971,Goiás,Secretaria de Estado dos Negócios da Guerra - Presídios e Colônias. Pac. 13: Presídio de Mont'Alegre. 6. Ordens de pagamento e remessas de dinheiro.,,X
Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra. Presídios e Colônias.,134,134,Centro-Oeste,Goiás,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra.,1865,1,8,Microfilmes,Brasil,Neg,1971,Goiás,Secretaria de Estado dos Negócios da Guerra - Presídios e Colônias. Pac. 13: Presídio de Mont'Alegre. 7. Recolhimento.,,X
Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra. Presídios e Colônias.,134,134,Centro-Oeste,Goiás,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra.,1860-1863,1,8,Microfilmes,Brasil,Neg,1971,Goiás,Secretaria de Estado dos Negócios da Guerra - Presídios e Colônias. Pac. 13: Presídio de Mont'Alegre. 8. Vários assuntos.,,X
Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra. Presídios e Colônias.,135,135,Centro-Oeste,Goiás,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra.,1884,1,9,Microfilmes,Brasil,Neg,1971,Goiás,"Secretaria de Estado dos Negócios da Guerra - Presídios e Colônias. Pac. 14: Presídio de Santo Antonio. 1. Criação, extinção, etc.",X,
Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra. Presídios e Colônias.,135,135,Centro-Oeste,Goiás,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra.,1854-1885,1,9,Microfilmes,Brasil,Neg,1971,Goiás,Secretaria de Estado dos Negócios da Guerra - Presídios e Colônias. Pac. 14: Presídio de Santo Antonio. 2. Despesas.,X,
Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra. Presídios e Colônias.,135,135,Centro-Oeste,Goiás,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra.,1834-1885,1,9,Microfilmes,Brasil,Neg,1971,Goiás,Secretaria de Estado dos Negócios da Guerra - Presídios e Colônias. Pac. 14: Presídio de Santo Antonio. 3. Destacamento.,X,
Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra. Presídios e Colônias.,135,135,Centro-Oeste,Goiás,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra.,1880-1881,1,9,Microfilmes,Brasil,Neg,1971,Goiás,Secretaria de Estado dos Negócios da Guerra - Presídios e Colônias. Pac. 14: Presídio de Santo Antonio. 4. Diário.,X,
Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra. Presídios e Colônias.,135,135,Centro-Oeste,Goiás,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra.,1881,1,9,Microfilmes,Brasil,Neg,1971,Goiás,Secretaria de Estado dos Negócios da Guerra - Presídios e Colônias. Pac. 14: Presídio de Santo Antonio. 5. Inventário.,X,
Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra. Presídios e Colônias.,135,135,Centro-Oeste,Goiás,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra.,1870-1885,1,9,Microfilmes,Brasil,Neg,1971,Goiás,Secretaria de Estado dos Negócios da Guerra - Presídios e Colônias. Pac. 14: Presídio de Santo Antonio. 6. Luzes. Metade do livro 6 está no rolo 10.,X,
Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra. Presídios e Colônias.,136,136,Centro-Oeste,Goiás,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra.,1873-1882,1,10,Microfilmes,Brasil,Neg,1971,Goiás,Secretaria de Estado dos Negócios da Guerra - Presídios e Colônias. Pac. 14: Presídio de Santo Antonio. DESLOCADO 1. Presídio de Jurupensém: Casas.,X,
Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra. Presídios e Colônias.,136,136,Centro-Oeste,Goiás,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra.,1881-1889,1,10,Microfilmes,Brasil,Neg,1971,Goiás,Secretaria de Estado dos Negócios da Guerra - Presídios e Colônias. Pac. 14: Presídio de Santo Antonio. DESLOCADO 2. Presídio de Jurupensém: Consumo - morte de animais.,X,
Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra. Presídios e Colônias.,136,136,Centro-Oeste,Goiás,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra.,1876-1886,1,10,Microfilmes,Brasil,Neg,1971,Goiás,"Secretaria de Estado dos Negócios da Guerra - Presídios e Colônias. Pac. 15: Presídio de Santo Antonio. I - Pessoal, comandante. 1 - Agostinho Ribeiro da Fontoura.",X,
Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra. Presídios e Colônias.,136,136,Centro-Oeste,Goiás,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra.,1871,1,10,Microfilmes,Brasil,Neg,1971,Goiás,"Secretaria de Estado dos Negócios da Guerra - Presídios e Colônias. Pac. 15: Presídio de Santo Antonio. I - Pessoal, comandante. 2 - Antonio Basilio dos Santos.",X,
Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra. Presídios e Colônias.,136,13,Centro-Oeste,Goiás,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra.,1862,1,10,Microfilmes,Brasil,Neg,1971,Goiás,"Secretaria de Estado dos Negócios da Guerra - Presídios e Colônias. Pac. 15: Presídio de Santo Antonio. I - Pessoal, comandante. 3 - Antonio Ireno Pereira do Vale.",X,
Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra. Presídios e Colônias.,136,136,Centro-Oeste,Goiás,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra.,1857-1859,1,10,Microfilmes,Brasil,Neg,1971,Goiás,"Secretaria de Estado dos Negócios da Guerra - Presídios e Colônias. Pac. 15: Presídio de Santo Antonio. I - Pessoal, comandante. 4 - Francisco Xavier de Barros.",X,
Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra. Presídios e Colônias.,136,136,Centro-Oeste,Goiás,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra.,1867-1871,1,10,Microfilmes,Brasil,Neg,1971,Goiás,"Secretaria de Estado dos Negócios da Guerra - Presídios e Colônias. Pac. 15: Presídio de Santo Antonio. I - Pessoal, comandante. 5 -Inácio Luiz Brandão.",X,
Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra. Presídios e Colônias.,136,136,Centro-Oeste,Goiás,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra.,1856-1857,1,10,Microfilmes,Brasil,Neg,1971,Goiás,"Secretaria de Estado dos Negócios da Guerra - Presídios e Colônias. Pac. 15: Presídio de Santo Antonio. I - Pessoal, comandante. 5 - João Bonifácio Marques Fogaça.",X,
Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra. Presídios e Colônias.,136,136,Centro-Oeste,Goiás,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra.,1861-1862,1,10,Microfilmes,Brasil,Neg,1971,Goiás,"Secretaria de Estado dos Negócios da Guerra - Presídios e Colônias. Pac. 15: Presídio de Santo Antonio. I - Pessoal, comandante. 7 - João Damasceno de Albuquerque.",X,
Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra. Presídios e Colônias.,136,136,Centro-Oeste,Goiás,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra.,1856-1857,1,10,Microfilmes,Brasil,Neg,1971,Goiás,"Secretaria de Estado dos Negócios da Guerra - Presídios e Colônias. Pac. 15: Presídio de Santo Antonio. I - Pessoal, comandante. 8 - João Manuel de Menezes.",X,
Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra. Presídios e Colônias.,136,136,Centro-Oeste,Goiás,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra.,1881,1,10,Microfilmes,Brasil,Neg,1971,Goiás,"Secretaria de Estado dos Negócios da Guerra - Presídios e Colônias. Pac. 15: Presídio de Santo Antonio. I - Pessoal, comandante. 9 - Joaquim Augusto de Oliveira e Silva.",X,
Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra. Presídios e Colônias.,136,136,Centro-Oeste,Goiás,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra.,1871-1876,1,10,Microfilmes,Brasil,Neg,1971,Goiás,"Secretaria de Estado dos Negócios da Guerra - Presídios e Colônias. Pac. 15: Presídio de Santo Antonio. I - Pessoal, comandante. 10 - José Maurício de Velasco Molina.",X,
Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra. Presídios e Colônias.,136,136,Centro-Oeste,Goiás,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra.,1862-1866,1,10,Microfilmes,Brasil,Neg,1971,Goiás,"Secretaria de Estado dos Negócios da Guerra - Presídios e Colônias. Pac. 15: Presídio de Santo Antonio. I - Pessoal, comandante. 11 - José Claveiro de Sá.",X,
Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra. Presídios e Colônias.,136,136,Centro-Oeste,Goiás,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra.,1876,1,10,Microfilmes,Brasil,Neg,1971,Goiás,"Secretaria de Estado dos Negócios da Guerra - Presídios e Colônias. Pac. 15: Presídio de Santo Antonio. I - Pessoal, comandante. 12 - Liberalino Lindolfo de Velasco.",X,
Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra. Presídios e Colônias.,137,137,Centro-Oeste,Goiás,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra.,1864-1859,1,11,Microfilmes,Brasil,Neg,1971,Goiás,"Secretaria de Estado dos Negócios da Guerra - Presídios e Colônias. Pac. 15: Presídio de Santo Antonio. I - Pessoal, comandante. 13 - Manoel Antão da Silva.",X,
Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra. Presídios e Colônias.,137,137,Centro-Oeste,Goiás,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra.,1885,1,11,Microfilmes,Brasil,Neg,1971,Goiás,"Secretaria de Estado dos Negócios da Guerra - Presídios e Colônias. Pac. 15: Presídio de Santo Antonio. I - Pessoal, comandante. 14 - Manoel Cavalcante de Albuquerque.",X,
Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra. Presídios e Colônias.,137,137,Centro-Oeste,Goiás,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra.,1866,1,11,Microfilmes,Brasil,Neg,1971,Goiás,"Secretaria de Estado dos Negócios da Guerra - Presídios e Colônias. Pac. 15: Presídio de Santo Antonio. I - Pessoal, comandante. 15 - Manoel Ribeiro da Silva Aranha.",X,
Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra. Presídios e Colônias.,137,137,Centro-Oeste,Goiás,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra.,1870,1,11,Microfilmes,Brasil,Neg,1971,Goiás,"Secretaria de Estado dos Negócios da Guerra - Presídios e Colônias. Pac. 15: Presídio de Santo Antonio. I - Pessoal, comandante. 16 - Tomás Rodrigues da Fonseca.",X,
Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra. Presídios e Colônias.,137,137,Centro-Oeste,Goiás,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra.,1871,1,11,Microfilmes,Brasil,Neg,1971,Goiás,"Secretaria de Estado dos Negócios da Guerra - Presídios e Colônias. Pac. 15: Presídio de Santo Antonio. I - Pessoal, comandante. 17 - Urbano de Velasco Berquó.",X,
Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra. Presídios e Colônias.,137,137,Centro-Oeste,Goiás,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra.,1858-1881,1,11,Microfilmes,Brasil,Neg,1971,Goiás,"Secretaria de Estado dos Negócios da Guerra - Presídios e Colônias. Pac. 15: Presídio de Santo Antonio. I - Pessoal, comandante. 18 - Vários Comandantes.",X,
Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra. Presídios e Colônias.,137,137,Centro-Oeste,Goiás,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra.,1856-1865,1,11,Microfilmes,Brasil,Neg,1971,Goiás,"Secretaria de Estado dos Negócios da Guerra - Presídios e Colônias. Pac. 16: Presídio de Santo Antonio. I - Pessoal, carpinteiro.",X,
Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra. Presídios e Colônias.,137,137,Centro-Oeste,Goiás,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra.,1854-1880,1,11,Microfilmes,Brasil,Neg,1971,Goiás,"Secretaria de Estado dos Negócios da Guerra - Presídios e Colônias. Pac. 16: Presídio de Santo Antonio. II - Pessoal, famílias existentes no presídio.",X,
Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra. Presídios e Colônias.,137,137,Centro-Oeste,Goiás,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra.,1854-1877,1,11,Microfilmes,Brasil,Neg,1971,Goiás,"Secretaria de Estado dos Negócios da Guerra - Presídios e Colônias. Pac. 16: Presídio de Santo Antonio. III - Pessoal, ferreiro.",X,
Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra. Presídios e Colônias.,137,137,Centro-Oeste,Goiás,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra.,1855-1885,1,11,Microfilmes,Brasil,Neg,1971,Goiás,"Secretaria de Estado dos Negócios da Guerra - Presídios e Colônias. Pac. 16: Presídio de Santo Antonio. 4 - Pessoal, vários empregados.",X,
Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra. Presídios e Colônias.,137,137,Centro-Oeste,Goiás,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra.,1836-1884,1,11,Microfilmes,Brasil,Neg,1971,Goiás,Secretaria de Estado dos Negócios da Guerra - Presídios e Colônias. Pac. 17: Presídio de Santo Antonio. 1 - Material.,X,
Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra. Presídios e Colônias.,137,137,Centro-Oeste,Goiás,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra.,1857-1882,1,11,Microfilmes,Brasil,Neg,1971,Goiás,Secretaria de Estado dos Negócios da Guerra - Presídios e Colônias. Pac. 17: Presídio de Santo Antonio. 2 - Obras.,X,
Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra. Presídios e Colônias.,137,137,Centro-Oeste,Goiás,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra.,1857-1866,1,11,Microfilmes,Brasil,Neg,1971,Goiás,Secretaria de Estado dos Negócios da Guerra - Presídios e Colônias. Pac. 17: Presídio de Santo Antonio. 3 - Oficinas.,X,
Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra. Presídios e Colônias.,137,137,Centro-Oeste,Goiás,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra.,1862-1877,1,11,Microfilmes,Brasil,Neg,1971,Goiás,Secretaria de Estado dos Negócios da Guerra - Presídios e Colônias. Pac. 17: Presídio de Santo Antonio. 4 - Ordens e deliberações.,X,
Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra. Presídios e Colônias.,137,137,Centro-Oeste,Goiás,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra.,1854-1885,1,11,Microfilmes,Brasil,Neg,1971,Goiás,Secretaria de Estado dos Negócios da Guerra - Presídios e Colônias. Pac. 17: Presídio de Santo Antonio. 5 - Ordens de pagamento e remessa de dinheiro.,X,
Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra. Presídios e Colônias.,137,137,Centro-Oeste,Goiás,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra.,1886-1887,1,11,Microfilmes,Brasil,Neg,1971,Goiás,Secretaria de Estado dos Negócios da Guerra - Presídios e Colônias. Pac. 17: Presídio de Santo Antonio. 6 - Prédios.,X,
Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra. Presídios e Colônias.,137,137,Centro-Oeste,Goiás,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra.,1862-1871,1,11,Microfilmes,Brasil,Neg,1971,Goiás,Secretaria de Estado dos Negócios da Guerra - Presídios e Colônias. Pac. 17: Presídio de Santo Antonio. 7 - Recolhimento.,X,
Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra. Presídios e Colônias.,137,137,Centro-Oeste,Goiás,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra.,1863-1864,1,11,Microfilmes,Brasil,Neg,1971,Goiás,Secretaria de Estado dos Negócios da Guerra - Presídios e Colônias. Pac. 17: Presídio de Santo Antonio. 8 - Vários assuntos.,X,
Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra. Presídios e Colônias.,138,138,Centro-Oeste,Goiás,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra.,1855,1,12,Microfilmes,Brasil,Neg,1971,Goiás,Secretaria de Estado dos Negócios da Guerra - Presídios e Colônias. Pac. 18: Presídio de Santa Bárbara - 1. Ajuste de Contas.,X,
Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra. Presídios e Colônias.,138,138,Centro-Oeste,Goiás,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra.,1854-1881,1,12,Microfilmes,Brasil,Neg,1971,Goiás,"Secretaria de Estado dos Negócios da Guerra - Presídios e Colônias. Pac. 18: Presídio de Santa Bárbara - 2. Criação, extinção. Metade do livro está no rolo 13.",X,
Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra. Presídios e Colônias.,137,137,Centro-Oeste,Goiás,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra.,1880,1,11,Microfilmes,Brasil,Neg,1971,Goiás,Secretaria de Estado dos Negócios da Guerra - Presídios e Colônias. Pac. 19: Presídio de Santa Bárbara - Pessoal - Comandante. 1 - Alexandrino José Azeredo.,X,
Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra. Presídios e Colônias.,137,137,Centro-Oeste,Goiás,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra.,1862-1878,1,11,Microfilmes,Brasil,Neg,1971,Goiás,Secretaria de Estado dos Negócios da Guerra - Presídios e Colônias. Pac. 19: Presídio de Santa Bárbara - Pessoal - Comandante. 2 - Antonio Bento Fróes. Metade do livro 2 está no rolo 12.,X,
Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra. Presídios e Colônias.,138,138,Centro-Oeste,Goiás,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra.,1879-1880,1,12,Microfilmes,Brasil,Neg,1971,Goiás,Secretaria de Estado dos Negócios da Guerra - Presídios e Colônias. Pac. 19: Presídio de Santa Bárbara - Pessoal - Comandante. 2 - Antonio Marques Lopes Fogaça.,X,
Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra. Presídios e Colônias.,138,138,Centro-Oeste,Goiás,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra.,1865-1872,1,12,Microfilmes,Brasil,Neg,1971,Goiás,Secretaria de Estado dos Negócios da Guerra - Presídios e Colônias. Pac. 19: Presídio de Santa Bárbara - Pessoal - Comandante. 4 - Antonio Ribeiro da Silva Aranha.,X,
Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra. Presídios e Colônias.,138,138,Centro-Oeste,Goiás,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra.,1859-1860,1,12,Microfilmes,Brasil,Neg,1971,Goiás,Secretaria de Estado dos Negócios da Guerra - Presídios e Colônias. Pac. 19: Presídio de Santa Bárbara - Pessoal - Comandante. 5 - Francisco Ignácio de Mendonça.,X,
